chinese,frequency,pinyin,posseg
啟動市場,3,qi3-dong4-shi4-chang3,n
青戈江,3,qing1-ge1-jiang1,ns
邱於庭,3,qiu1-yu2-ting2,nr
搶眼,80,qiang3-yan3,v
峭寒,3,qiao4-han2,n
請纓,39,qing3-ying1,v
輕重工業,22,qing1-zhong4-gong1-ye4,n
青島房產,3,qing1-dao3-fang2-chan3,n
奇花異卉,10,qi2-hua1-yi4-hui4,n
戚芳見,4,qi1-fang1-jian4,nr
期盼,254,qi1-pan4,v
七八兩,2,qi1-ba1-liang3,m
情感高漲,3,qing2-gan3-gao1-zhang3,l
秦震喊,2,qin2-zhen4-han3,nr
七老八倒,3,qi1-lao3-ba1-dao3,i
慶大,5,qing4-da4,nz
全國工會,5,quan2-guo2-gong1-hui4,nt
取土,14,qu3-tu3,v
驅馳,13,qu1-chi2,v
確認書,19,que4-ren4-shu1,v
全黨,1747,quan2-dang3,n
琴槌,3,qin2-chui2,n
齊州,9,qi2-zhou1,ns
前史,3,qian2-shi3,n
屈尊俯就,3,qu1-zun1-fu3-jiu4,v
強降雨,3,qiang2-jiang4-yu3,nr
擒縱機構,11,qin2-zong4-ji1-gou4,l
遣悶,3,qian3-men4,v
親故,3,qin1-gu4,n
乾旱,3,qian2-han4,nr
權利,7829,quan2-li4,n
勸說者,3,quan4-shuo1-zhe3,n
擎,179,qing2,v
七千兩,3,qi1-qian1-liang3,m
軀幹,204,qu1-gan4,n
曲本,3,qu1-ben3,ns
槍支罪,3,qiang1-zhi1-zui4,n
汽體,3,qi4-ti3,n
輕咬,3,qing1-yao3,v
切題,25,qie4-ti2,n
求全,26,qiu2-quan2,v
嵜,2,qi2,zg
千餘萬,3,qian1-yu2-wan4,m
全文檢索,2,quan2-wen2-jian3-suo3,n
千金一諾,8,qian1-jin1-yi1-nuo4,nr
清樂,3,qing1-le4,a
清平世界,12,qing1-ping2-shi4-jie4,nz
鏹水,3,qiang3-shui3,vn
請留,3,qing3-liu2,v
全球華語,3,quan2-qiu2-hua2-yu3,nz
瞿紹基,2,qu2-shao4-ji1,nr
齊燕銘,6,qi2-yan4-ming2,nr
奇慘無比,3,qi2-can3-wu2-bi3,i
起名叫,3,qi3-ming2-jiao4,i
取齊,30,qu3-qi2,v
晴轉多雲,8,qing2-zhuan3-duo1-yun2,i
強心藥,3,qiang2-xin1-yao4,n
秦自獻,3,qin2-zi4-xian4,nr
前半天,3,qian2-ban4-tian1,t
七線,3,qi1-xian4,m
秋水仙素,3,qiu1-shui3-xian1-su4,nr
前伸平衡,3,qian2-shen1-ping2-heng2,i
切變結構,3,qie4-bian4-jie2-gou4,l
且為,3,qie3-wei4,c
鼩,27,qu2,zg
僑委會,3,qiao2-wei3-hui4,j
球根海棠,3,qiu2-gen1-hai3-tang2,n
情敵,48,qing2-di2,n
青春片,4,qing1-chun1-pian4,n
蹺起來,3,qiao1-qi3-lai2,n
七百六十六萬一千餘錠,2,qi1-bai3-liu4-shi2-liu4-wan4-yi1-qian1-yu2-ding4,m
七百名,5,qi1-bai3-ming2,m
乾乾淨淨,3,qian2-qian2-jing4-jing4,nr
求歡被拒,3,qiu2-huan1-bei4-ju4,i
清潤,14,qing1-run4,n
全手動,3,quan2-shou3-dong4,nz
輕工產品,3,qing1-gong1-chan3-pin3,n
青蟹,13,qing1-xie4,n
親如一家,2,qin1-ru2-yi1-jia1,l
強襲,3,qiang2-xi2,v
芑,43,qi3,g
寢床,2,qin3-chuang2,n
七秒鐘,3,qi1-miao3-zhong1,i
契文,3,qi4-wen2,n
輕撥,3,qing1-bo1,v
秦安能,2,qin2-an1-neng2,nr
齊克爾,3,qi2-ke4-er3,nr
強還原劑,3,qiang2-hai2-yuan2-ji4,n
球迷,1174,qiu2-mi3,n
錢金福,2,qian2-jin1-fu2,nr
七千噸,6,qi1-qian1-dun1,m
黔突暖席,3,qian2-tu1-nuan3-xi2,i
悄語,3,qiao1-yu3,n
求穩怕亂,3,qiu2-wen3-pa4-luan4,i
敲響警鐘,3,qiao1-xiang3-jing3-zhong1,n
曲陸武,2,qu1-lu4-wu3,nr
期初存貨,3,qi1-chu1-cun2-huo4,n
求凰,3,qiu2-huang2,n
欠發達,3,qian4-fa1-da2,n
嗆喉,3,qiang1-hou2,v
氣動液壓,3,qi4-dong4-ye4-ya1,n
洽聞博見,3,qia4-wen2-bo2-jian4,n
榷,310,que4,g
輕薄型,2,qing1-bao2-xing2,b
輕徭薄賦,23,qing1-yao2-bao2-fu4,l
遣使,453,qian3-shi3,v
情見埶竭,3,qing2-jian4-yi4-jie2,v
闕右門,128,que4-you4-men2,nr
酋長,391,qiu2-zhang3,n
齊足並驅,3,qi2-zu2-bing4-qu1,i
抾,3,qu1,zg
輕車熟道,3,qing1-che1-shu2-dao4,i
犬牙盤石,3,quan3-ya2-pan2-shi2,n
窮凶極惡,78,qiong2-xiong1-ji2-e4,i
汽配網,3,qi4-pei4-wang3,n
確非易事,3,que4-fei1-yi4-shi4,l
青烏,2,qing1-wu1,ns
千孔百瘡,3,qian1-kong3-bai3-chuang1,i
七十二路,44,qi1-shi2-er4-lu4,m
圈環,3,quan1-huan2,vn
七十期,2,qi1-shi2-qi1,m
竊國者侯,3,qie4-guo2-zhe3-hou2,l
湶,52,quan2,zg
譴,166,qian3,v
七寶,33,qi1-bao3,nz
切實加強,3,qie4-shi2-jia1-qiang2,l
輕活,9,qing1-huo2,a
區情,3,qu1-qing2,n
氣輪機,3,qi4-lun2-ji1,n
前來,2917,qian2-lai2,t
千了萬當,3,qian1-le-wan4-dang1,i
棋靈王,3,qi2-ling2-wang2,n
乾咳,99,qian2-hai1,v
氣噓噓,3,qi4-xu1-xu1,z
強徒,25,qiang2-tu2,n
齊世榮,5,qi2-shi4-rong2,nr
千萬根,4,qian1-wan4-gen1,m
秦置山,2,qin2-zhi4-shan1,nr
親切感,30,qin1-qie4-gan3,n
親耳,69,qin1-er3,d
欺上壓下,3,qi1-shang4-ya1-xia4,i
權利義務,3,quan2-li4-yi4-wu4,n
輕身下氣,3,qing1-shen1-xia4-qi4,i
氫硫酸,3,qing1-liu2-suan1,nz
裘皮服裝,3,qiu2-pi2-fu2-zhuang1,n
全行,27,quan2-xing2,n
七十二處,2,qi1-shi2-er4-chu4,m
氣象廳,3,qi4-xiang4-ting1,n
七十二招,8,qi1-shi2-er4-zhao1,m
前腰,19,qian2-yao1,n
棄家蕩產,3,qi4-jia1-dang4-chan3,l
秋日,39,qiu1-ri4,t
拳腳交加,3,quan2-jiao3-jiao1-jia1,i
清酒,28,qing1-jiu3,n
