chinese,frequency,pinyin,posseg
緩延,3,huan3-yan2,v
黃金礦,2,huang2-jin1-kuang4,nr
會員費,12,hui4-yuan2-fei4,n
哈姆雷,5,ha1-mu3-lei2,nr
哈師大,3,ha1-shi1-da4,nr
黃博文,13,huang2-bo2-wen2,nr
互利,227,hu4-li4,n
海順,4,hai3-shun4,nz
荒涼蕪穢,3,huang1-liang2-wu2-hui4,n
橫峰縣,3,heng2-feng1-xian4,ns
胡莊村,2,hu2-zhuang1-cun1,nr
火工,42,huo3-gong1,n
慌里慌張,42,huang1-li3-huang1-zhang1,z
畫沙聚米,3,hua4-sha1-ju4-mi3,n
胡為乎,3,hu2-wei4-hu1,nr
胡天鴿,3,hu2-tian1-ge1,nr
花盤,41,hua1-pan2,n
荒墳,3,huang1-fen2,n
貨人,3,huo4-ren2,n
紅俏鬼,5,hong2-qiao4-gui3,nr
和英詞典,3,he2-ying1-ci2-dian3,nr
合情合法,3,he2-qing2-he2-fa3,n
和競業,2,he2-jing4-ye4,nr
華屋丘墟,3,hua2-wu1-qiu1-xu1,n
洪澤渠,2,hong2-ze2-qu2,nr
海原縣,13,hai3-yuan2-xian4,ns
譁眾取寵,44,hua2-zhong4-qu3-chong3,i
好幾丈,2,hao3-ji3-zhang4,m
貨店,2,huo4-dian4,n
閎中肆外,3,hong2-zhong1-si4-wai4,nr
娂,5,hong2,zg
後河鄉,2,hou4-he2-xiang1,ns
紅雙喜,19,hong2-shuang1-xi3,nr
華西醫科大學,8,hua2-xi1-yi1-ke1-da4-xue2,nt
紅香圃,7,hong2-xiang1-pu3,nr
黃水中,2,huang2-shui3-zhong1,nr
漢哀帝,3,han4-ai1-di4,nr
懷德畏威,3,huai2-de2-wei4-wei1,nr
浩劫,232,hao4-jie2,v
迴天倒日,3,hui2-tian1-dao4-ri4,i
回中,3,hui2-zhong1,v
淮河路,3,huai2-he2-lu4,ns
胡公子,7,hu2-gong1-zi,nr
化學品,108,hua4-xue2-pin3,n
換算表,3,huan4-suan4-biao3,n
紅血球,10,hong2-xue4-qiu2,n
紅頭麗,2,hong2-tou2-li4,nr
黃海波,3,huang2-hai3-bo1,nr
黃芪,114,huang2-qi2,n
郃,261,he2,zg
和萊恩,2,he2-lai2-en1,nr
好下場,3,hao3-xia4-chang3,n
和慧梅,60,he2-hui4-mei2,nr
哈爾烏,2,ha1-er3-wu1,nr
回報率,95,hui2-bao4-lv4,n
韓喬生,3,han2-qiao2-sheng1,nr
會會,3,hui4-hui4,n
劃開,3,hua4-kai1,v
混委會,3,hun4-wei3-hui4,n
護士,676,hu4-shi4,n
合規律,3,he2-gui1-lv4,l
和劍刃,2,he2-jian4-ren4,nr
海松,2,hai3-song1,n
紅磷,16,hong2-lin2,nz
花生豆,6,hua1-sheng1-dou4,n
壺漿簞食,3,hu2-jiang1-dan1-shi2,vn
韓康子,13,han2-kang1-zi,nr
黑社會,162,hei1-she4-hui4,nt
紅痢,3,hong2-li4,n
黃毅誠,3,huang2-yi4-cheng2,nr
和恩格,4,he2-en1-ge2,nr
回不來,3,hui2-bu4-lai2,v
火溫,2,huo3-wen1,n
花都巴黎,3,hua1-dou1-ba1-li2,ns
黑毛,6,hei1-mao2,n
浣衣,3,huan4-yi1,n
海盜版,3,hai3-dao4-ban3,n
胡漢民,48,hu2-han4-min2,nr
合圍,168,he2-wei2,n
漢得朔,2,han4-de2-shuo4,nr
火熱水深,3,huo3-re4-shui3-shen1,n
杭埠河,9,hang2-bu4-he2,ns
何諭示,2,he2-yu4-shi4,nr
洪靈菲,2,hong2-ling2-fei1,nr
橫行霸道,55,heng2-xing2-ba4-dao4,n
哈努克,2,ha1-nu3-ke4,nr
呼圖壁縣,4,hu1-tu2-bi4-xian4,ns
害口,3,hai4-kou3,n
海蘭弼,31,hai3-lan2-bi4,nr
韓朝風,3,han2-chao2-feng1,nr
何原因,3,he2-yuan2-yin1,nr
河目海口,3,he2-mu4-hai3-kou3,ns
滑過去,3,hua2-guo4-qu4,l
紅十字,83,hong2-shi2-zi4,nz
毫髮無損,3,hao2-fa4-wu2-sun3,l
孩提時代,3,hai2-ti2-shi2-dai4,n
黃巖市,5,huang2-yan2-shi4,ns
河藥,3,he2-yao4,n
好頭,47,hao3-tou2,n
宏觀控制,3,hong2-guan1-kong4-zhi4,n
鶴立雞群,28,he4-li4-ji1-qun2,i
哄勸,3,hong1-quan4,v
譁喇喇,3,hua2-la3-la3,o
護士幣,3,hu4-shi4-bi4,n
紅極一時,26,hong2-ji2-yi1-shi2,l
含下,3,han2-xia4,v
火鐮,18,huo3-lian2,n
劃去,3,hua4-qu4,v
衡平法,15,heng2-ping2-fa3,nr
和鼎暉,2,he2-ding3-hui1,nr
護墊,34,hu4-dian4,n
海盟山咒,3,hai3-meng2-shan1-zhou4,n
黃馬,15,huang2-ma3,ns
和海民,4,he2-hai3-min2,nr
紅白喜事,20,hong2-bai2-xi3-shi4,n
花旗參,2,hua1-qi2-can1,nr
互聯互通,3,hu4-lian2-hu4-tong1,l
紅孩兒,4,hong2-hai2-er2,n
胡佛,39,hu2-fu2,nr
合理負擔,3,he2-li3-fu4-dan1,n
核定,128,he2-ding4,n
弘慈廣,3,hong2-ci2-guang3,nr
黃金槐,3,huang2-jin1-huai2,nr
胡耀邦,245,hu2-yao4-bang1,nr
弘農王,2,hong2-nong2-wang2,nr
漢安帝,3,han4-an1-di4,nr
候客室,3,hou4-ke4-shi4,n
潢川縣,8,huang2-chuan1-xian4,ns
滬菜,3,hu4-cai4,n
湖北佬,3,hu2-bei3-lao3,nz
華箏,132,hua2-zheng1,n
揮師,81,hui1-shi1,n
轟隆,129,hong1-long2,o
虎,4845,hu3,n
滑泥揚波,3,hua2-ni2-yang2-bo1,nr
賀太守,11,he4-tai4-shou3,nr
湖北美術學院,259,hu2-bei3-mei3-shu4-xue2-yuan4,nt
護航船,3,hu4-hang2-chuan2,n
懷著,901,huai2-zhe,v
惠予,3,hui4-yu3,nr
環氧氯丙烷,2,huan2-yang3-lv4-bing3-wan2,nz
黃瓦東,3,huang2-wa3-dong1,nr
鼾聲如雷,3,han1-sheng1-ru2-lei2,n
厚厚,102,hou4-hou4,a
皇族,480,huang2-zu2,n
後手不接,2,hou4-shou3-bu4-jie1,i
華若翰,3,hua2-ruo4-han4,nr
槐,272,huai2,nr
紅藍寶石,3,hong2-lan2-bao3-shi2,nr
航空,6021,hang2-kong1,n
豁朗,18,huo4-lang3,a
哈伯德,10,ha1-bo2-de2,nr
滙,2,hui4,zg
哈拉夫,4,ha1-la1-fu1,nrt
哈站,3,ha1-zhan4,ns
獲得勝利,3,huo4-de2-sheng4-li4,l
毫不掩飾,3,hao2-bu4-yan3-shi4,v
花轎,128,hua1-jiao4,n
荷載,79,he2-zai4,n
懷亞特,2,huai2-ya4-te4,nr
宦商民,2,huan4-shang1-min2,nr
換張,3,huan4-zhang1,v
戽,4,hu4,zg
和晴雯,3,he2-qing2-wen2,nr
紅椒,3,hong2-jiao1,n
黃巢攻,3,huang2-chao2-gong1,nr
黃文奎,3,huang2-wen2-kui2,nr
忽,7683,hu1,d
毫髮,59,hao2-fa4,v
彙報會,40,hui4-bao4-hui4,nt
環保署,4,huan2-bao3-shu3,n
紅太陽,77,hong2-tai4-yang2,nr
恍悟,4,huang3-wu4,v
橫加指責,7,heng2-jia1-zhi3-ze2,i
橫樑,154,heng2-liang2,ns
換,7,huan4,zg
懷真抱素,3,huai2-zhen1-bao4-su4,nr
好羨慕,3,hao3-xian4-mu4,l
環坐,3,huan2-zuo4,v
花巧,4,hua1-qiao3,n
華德普,9,hua2-de2-pu3,nr
活計,101,huo2-ji4,vn
紅班,3,hong2-ban1,n
航天部門,4,hang2-tian1-bu4-men2,n
何況,2353,he2-kuang4,c
漢陰,2,han4-yin1,ns
好人,562,hao3-ren2,n
互制,3,hu4-zhi4,v
哈佛大學醫學院,3,ha1-fu2-da4-xue2-yi1-xue2-yuan4,nt
緩衝體,3,huan3-chong1-ti3,n
狐狸狗,3,hu2-li2-gou3,i
花柳科,2,hua1-liu3-ke1,nr
海峽兩岸,3,hai3-xia2-liang3-an4,n
花繁葉茂,3,hua1-fan2-ye4-mao4,nr
航線,2882,hang2-xian4,n
漢川,540,han4-chuan1,ns
和俊奇,15,he2-jun4-qi2,nr
患難之交,33,huan4-nan2-zhi1-jiao1,i
寒羽良,3,han2-yu3-liang2,nr
海納通,6,hai3-na4-tong1,nr
還付,3,hai2-fu4,v
胡斐剛,2,hu2-fei3-gang1,nr
後遺症,143,hou4-yi2-zheng4,n
黃文炳,79,huang2-wen2-bing3,nr
好肥,3,hao3-fei2,n
憨狀可掬,3,han1-zhuang4-ke3-ju1,l
黑地昏天,3,hei1-di4-hun1-tian1,i
好為事端,3,hao3-wei4-shi4-duan1,l
紅外攝像機,2,hong2-wai4-she4-xiang4-ji1,n
胡斐本,3,hu2-fei3-ben3,nr
惠陽縣,3,hui4-yang2-xian4,ns
黑沙掌,5,hei1-sha1-zhang3,nr
好鞋,3,hao3-xie2,n
花國,3,hua1-guo2,ns
活性白土,2,huo2-xing4-bai2-tu3,n
胡大爺,45,hu2-da4-ye2,nr
赫蒂布,5,he4-di4-bu4,nr
虎豹,90,hu3-bao4,nz
繪製圖,3,hui4-zhi4-tu2,n
華特林,3,hua2-te4-lin2,nr
郝太監,3,hao3-tai4-jian1,nr
華林路,3,hua2-lin2-lu4,nz
鶘,35,hu2,x
黃金礦工,3,huang2-jin1-kuang4-gong1,n
黃花菸草,3,huang2-hua1-yan1-cao3,n
合江縣,4,he2-jiang1-xian4,ns
赫林耶,5,he4-lin2-ye2,nr
何耀強,2,he2-yao4-qiang2,nr
盒蓋,70,he2-gai4,n
轟轟隆隆,21,hong1-hong1-long2-long2,o
漢城,373,han4-cheng2,ns
護胸,24,hu4-xiong1,n
黑色帶,3,hei1-se4-dai4,n
喊進來,3,han3-jin4-lai2,v
何許人也,30,he2-xu3-ren2-ye3,i
華夏工業,3,hua2-xia4-gong1-ye4,nz
厚紙板,3,hou4-zhi3-ban3,nz
河泥,5,he2-ni2,n
環絲氨酸,3,huan2-si1-an1-suan1,n
化工用品,3,hua4-gong1-yong4-pin3,n
畫頁,2,hua4-ye4,n
霍爾金娜,10,huo4-er3-jin1-na4,nr
黃紀蓮,2,huang2-ji4-lian2,nr
紅丹丹,3,hong2-dan1-dan1,nr
胡賢生,257,hu2-xian2-sheng1,nr
緩行,32,huan3-xing2,v
歡情,3,huan1-qing2,a
漢陽縣,13,han4-yang2-xian4,ns
函授生,7,han2-shou4-sheng1,n
魂驚魄落,3,hun2-jing1-po4-luo4,i
霍聞海,11,huo4-wen2-hai3,nr
黃凱芹,3,huang2-kai3-qin2,nr
黃榜,128,huang2-bang3,nr
花蟲,3,hua1-chong2,n
惠農,8,hui4-nong2,nr
琥珀,180,hu3-po4,n
橫折,3,heng2-zhe2,v
還行,3,hai2-xing2,v
何見諭,3,he2-jian4-yu4,nr
喊起,3,han3-qi3,v
好久沒,3,hao3-jiu3-mei2,i
回告,10,hui2-gao4,v
海山國中,3,hai3-shan1-guo2-zhong1,nz
黃刺玫,3,huang2-ci4-mei2,n
後堂,225,hou4-tang2,n
虎視,35,hu3-shi4,n
鴻業,3,hong2-ye4,n
黑金屬,3,hei1-jin1-shu3,n
後秦,137,hou4-qin2,t
賀聯,3,he4-lian2,ns
哈虎文,2,ha1-hu3-wen2,nr
胡勁華,3,hu2-jin4-hua2,nr
海運,443,hai3-yun4,n
划水,92,hua4-shui3,v
好幾十,5,hao3-ji3-shi2,m
橫徵暴斂,48,heng2-zheng1-bao4-lian3,i
花宗茂,3,hua1-zong1-mao4,nr
胡鬆華,4,hu2-song1-hua2,nr
眓,2,huo4,zg
黃蓉之,17,huang2-rong2-zhi1,nr
捇,19,huo4,zg
化敵,2,hua4-di2,n
黃窩兒,2,huang2-wo1-er2,nr
含而不發,3,han2-er2-bu4-fa1,i
皇恩浩蕩,3,huang2-en1-hao4-dang4,i
黃瑞蘭,52,huang2-rui4-lan2,nr
黃發紫,2,huang2-fa1-zi3,nr
和澄心,3,he2-cheng2-xin1,nr
恢宏博大,2,hui1-hong2-bo2-da4,nz
侯相埒,2,hou2-xiang1-lie4,nr
和巖體,4,he2-yan2-ti3,nr
華爾茲,23,hua2-er3-zi1,nr
渾球兒,3,hun2-qiu2-er2,n
活頁夾,3,huo2-ye4-jia1,n
合法權,6,he2-fa3-quan2,n
和粵軍,3,he2-yue4-jun1,nr
焊接,268,han4-jie1,v
和濟慈,2,he2-ji4-ci2,nr
紅大戟,3,hong2-da4-ji3,nr
會底銀,3,hui4-di3-yin2,n
和諧無間,3,he2-xie2-wu2-jian1,l
紅底,3,hong2-di3,n
海萍笑笑,2,hai3-ping2-xiao4-xiao4,nr
黃毛青,2,huang2-mao2-qing1,nr
黑劍鬥,2,hei1-jian4-dou4,nr
護航艦,9,hu4-hang2-jian4,n
淮河,612,huai2-he2,ns
狢,10,he2,zg
賄選,29,hui4-xuan3,v
黃頁網,3,huang2-ye4-wang3,n
海立雲垂,3,hai3-li4-yun2-chui2,nr
花臉,44,hua1-lian3,n
賀子珍,128,he4-zi-zhen1,nr
寒食節,3,han2-shi2-jie2,n
華彬,34,hua2-bin1,nz
海地人,6,hai3-di4-ren2,n
黃油,51,huang2-you2,n
黃酵,3,huang2-jiao4,v
邗溝,62,han2-gou1,ns
和里布,3,he2-li3-bu4,nr
衡石程書,3,heng2-shi2-cheng2-shu1,n
嘩啦一聲,3,hua1-la-yi1-sheng1,z
扈成那,2,hu4-cheng2-na4,nr
渾善達克沙地,3,hun2-shan4-da2-ke4-sha1-di4,ns
哈爾濱工程大學,10,ha1-er3-bin1-gong1-cheng2-da4-xue2,nt
環烷酸,3,huan2-wan2-suan1,nz
穢名,3,hui4-ming2,n
懷遠鎮,11,huai2-yuan3-zhen4,nr
惠生出,3,hui4-sheng1-chu1,nr
渾江市,9,hun2-jiang1-shi4,ns
哈西,4,ha1-xi1,ns
恆瑞,2,heng2-rui4,nz
互憐,3,hu4-lian2,v
環秀山莊,3,huan2-xiu4-shan1-zhuang1,ns
海萍搖,2,hai3-ping2-yao2,nr
惠能禪,2,hui4-neng2-chan2,nr
黑度,5,hei1-du4,n
黃大煒,3,huang2-da4-wei3,nr
會審,323,hui4-shen3,n
惠泉酒,2,hui4-quan2-jiu3,nr
核工業,102,he2-gong1-ye4,n
海晏,3,hai3-yan4,nr
漢內斯,5,han4-nei4-si1,nz
還讓到,3,hai2-rang4-dao4,l
很多很多,71,hen3-duo1-hen3-duo1,m
懷玉山,17,huai2-yu4-shan1,nr
何時何地,3,he2-shi2-he2-de,r
湖南日報,3,hu2-nan2-ri4-bao4,nz
哼,3113,heng1,v
煥發起來,3,huan4-fa1-qi3-lai2,i
嬛,12,huan2,zg
緩和劑,3,huan3-he2-ji4,n
罕譬而喻,3,han3-pi4-er2-yu4,v
花卉市場,3,hua1-hui4-shi4-chang3,n
會務,45,hui4-wu4,n
郝思嘉,4,hao3-si1-jia1,nr
韓國,3375,han2-guo2,ns
黃室韋,3,huang2-shi4-wei2,nr
獲能度,3,huo4-neng2-du4,n
歡樂氣氛,3,huan1-le4-qi4-fen1,n
畫片,13,hua4-pian4,n
換人,167,huan4-ren2,nrt
滑槽,2,hua2-cao2,n
淮海中路,4,huai2-hai3-zhong1-lu4,ns
胡傳奎,2,hu2-chuan2-kui2,nr
黃燐,3,huang2-lin2,z
和約,882,he2-yue1,n
寒色,4,han2-se4,n
戶樞不蠹,2,hu4-shu1-bu4-du4,n
合式公式,3,he2-shi4-gong1-shi4,l
黃江鎮,3,huang2-jiang1-zhen4,ns
黃巾,75,huang2-jin1,nr
黃惠英,6,huang2-hui4-ying1,nr
好客,118,hao4-ke4,n
呼玄喝六,3,hu1-xuan2-he1-liu4,i
合江省,4,he2-jiang1-sheng3,ns
海藍色,7,hai3-lan2-se4,n
華僑大學,26,hua2-qiao2-da4-xue2,nt
海陸軍,4,hai3-lu4-jun1,nt
胡太明,3,hu2-tai4-ming2,nr
含鐵,20,han2-tie3,n
弘佐卒,3,hong2-zuo3-zu2,nr
紅帥賢,2,hong2-shuai4-xian2,nr
黃蓉依,4,huang2-rong2-yi1,nr
海珠,11,hai3-zhu1,n
海蜇皮,11,hai3-zhe1-pi2,n
赫梯語,6,he4-ti1-yu3,nz
火燒眉毛,26,huo3-shao1-mei2-mao2,i
虎頭虎腦,8,hu3-tou2-hu3-nao3,i
虎入羊群,8,hu3-ru4-yang2-qun2,i
何可得,2,he2-ke3-de2,nr
懷爾德,6,huai2-er3-de2,nr
賀知章,14,he4-zhi1-zhang1,nr
哈特曼,7,ha1-te4-man4,nr
荷蘭王國,12,he2-lan2-wang2-guo2,ns
胡金德,3,hu2-jin1-de2,nr
後皆召,2,hou4-jie1-zhao4,nr
韓元,39,han2-yuan2,nr
和健婦,3,he2-jian4-fu4,nr
漢語,1611,han4-yu3,nz
華銅,3,hua2-tong2,nz
郇,9,huan2,nr
合領,3,he2-ling3,v
合上,3,he2-shang4,v
海軍南海艦隊,14,hai3-jun1-nan2-hai3-jian4-dui4,nt
褐藻素,3,he4-zao3-su4,n
繪畫板,3,hui4-hua4-ban3,n
黑風藤,3,hei1-feng1-teng2,nr
褐斑病,5,he4-ban1-bing4,n
繪圖室,3,hui4-tu2-shi4,n
花捲,28,hua1-juan3,n
和衣而睡,3,he2-yi1-er2-shui4,l
韓晶娜,7,han2-jing1-na4,nr
懷珠抱玉,3,huai2-zhu1-bao4-yu4,nr
活起,3,huo2-qi3,v
繪圖卡,3,hui4-tu2-ka3,n
後援,43,hou4-yuan2,v
回絕,96,hui2-jue2,v
合到,3,he2-dao4,v
橫刀揭斧,3,heng2-dao1-jie1-fu3,i
混水,3,hun4-shui3,n
和察博,4,he2-cha2-bo2,nr
好幾輩子,2,hao3-ji3-bei4-zi,m
航渡,33,hang2-du4,v
行距,17,hang2-ju4,n
匯流排,3,hui4-liu2-pai2,n
慌手慌腳,8,huang1-shou3-huang1-jiao3,z
互相交換,3,hu4-xiang1-jiao1-huan4,i
繢,43,hui4,g
呼吸閥,3,hu1-xi1-fa2,l
畫軸,18,hua4-zhou2,n
後半,3,hou4-ban4,t
哈佛大學,252,ha1-fu2-da4-xue2,nt
化學式,71,hua4-xue2-shi4,n
環食,5,huan2-shi2,n
虎林,14,hu3-lin2,ns
合纖,8,he2-xian1,n
環境保護,369,huan2-jing4-bao3-hu4,n
漢姆生,2,han4-mu3-sheng1,nr
花辰月夕,3,hua1-chen2-yue4-xi1,i
哈根達斯,10,ha1-gen1-da2-si1,nrt
和碩公主,4,he2-shuo4-gong1-zhu3,nr
河狸,58,he2-li2,n
繪影繪聲,3,hui4-ying3-hui4-sheng1,i
好驢,3,hao3-lv2,n
赫爾利,27,he4-er3-li4,nr
洪天明,3,hong2-tian1-ming2,nr
韓文玉,7,han2-wen2-yu4,nr
毫米波,56,hao2-mi3-bo1,l
迴轉頭,13,hui2-zhuan3-tou2,n
哈馬斯,70,ha1-ma3-si1,nrt
患處,35,huan4-chu4,n
花蓮人,3,hua1-lian2-ren2,nr
黑牡丹,2,hei1-mu3-dan1,nr
回退鍵,3,hui2-tui4-jian4,n
忽視,1195,hu1-shi4,v
漢景帝,60,han4-jing3-di4,nr
赫歇耳,7,he4-xie1-er3,nr
懷鬼胎,7,huai2-gui3-tai1,l
黃玫瑰,3,huang2-mei2-gui1,nr
或大或小,3,huo4-da4-huo4-xiao3,d
赫巴蒂,10,he4-ba1-di4,nr
漢川縣,3,han4-chuan1-xian4,ns
鶴鳴之士,3,he4-ming2-zhi1-shi4,i
紅土場,2,hong2-tu3-chang3,n
哈馬丹,16,ha1-ma3-dan1,nr
惠風和暢,2,hui4-feng1-he2-chang4,nr
環評,5,huan2-ping2,j
橫溢,35,heng2-yi4,v
獲取,1306,huo4-qu3,v
火山區,20,huo3-shan1-qu1,n
換湯,3,huan4-tang1,nz
核輻射,57,he2-fu2-she4,n
灰原哀,3,hui1-yuan2-ai1,v
畫兒,3,hua4-er2,n
和微溶,2,he2-wei1-rong2,nr
花鏟,3,hua1-chan3,n
華清池,60,hua2-qing1-chi2,nr
花價,3,hua1-jia4,n
後圖,3,hou4-tu2,n
活度,45,huo2-du4,n
鱑,5,huang2,zg
黃二毛,5,huang2-er4-mao2,nr
黃龍山,23,huang2-long2-shan1,ns
漢員,2,han4-yuan2,n
畫荻丸熊,3,hua4-di2-wan2-xiong2,nr
海淀走讀大學,3,hai3-dian4-zou3-du2-da4-xue2,n
侯人雄,6,hou2-ren2-xiong2,nr
宏偉事業,3,hong2-wei3-shi4-ye4,l
互質數,3,hu4-zhi4-shu4,n
好消息,251,hao3-xiao1-xi1,n
恢恢有餘,3,hui1-hui1-you3-yu2,vn
或非,89,huo4-fei1,c
海倫縣,3,hai3-lun2-xian4,ns
賀魯自,2,he4-lu3-zi4,nr
合作廳,2,he2-zuo4-ting1,n
湖北省委,272,hu2-bei3-sheng3-wei3,nt
火磚,2,huo3-zhuan1,n
賀鵬飛,3,he4-peng2-fei1,nr
火棒,10,huo3-bang4,n
核計,9,he2-ji4,v
合興,266,he2-xing4,a
華冠麗,3,hua2-guan1-li4,nr
歡樂谷,120,huan1-le4-gu3,n
幻燈機,3,huan4-deng1-ji1,n
婚期,40,hun1-qi1,t
含氣面積,3,han2-qi4-mian4-ji1,n
獲得性,43,huo4-de-xing4,n
潢川,21,huang2-chuan1,ns
魂飛膽戰,3,hun2-fei1-dan3-zhan4,i
絎縫機,3,hang2-feng4-ji1,vn
紅螺寺,3,hong2-luo2-si4,nr
黃渤海,11,huang2-bo2-hai3,ns
灰心喪意,3,hui1-xin1-sang4-yi4,i
鬨笑,111,hong4-xiao4,v
華章,13,hua2-zhang1,nr
渾儀,46,hun2-yi2,n
海大富,3,hai3-da4-fu4,nz
厚茸茸,3,hou4-rong1-rong1,z
厚福,3,hou4-fu2,nz
和暉暉,32,he2-hui1-hui1,nr
海綿墊,3,hai3-mian2-dian4,n
壞賬,110,huai4-zhang4,n
虎擲龍拿,3,hu3-zhi4-long2-na2,i
黃蓉呆,5,huang2-rong2-dai1,nr
好記星,3,hao3-ji4-xing1,nz
漢道陵,2,han4-dao4-ling2,nr
何建軍,3,he2-jian4-jun1,nr
換教,3,huan4-jiao4,nz
洪澇災害,3,hong2-lao4-zai1-hai4,l
荷蘭銀行,37,he2-lan2-yin2-xing2,nt
訶,196,he1,g
豪邁,212,hao2-mai4,a
黃浦江,134,huang2-pu3-jiang1,ns
和諾思,3,he2-nuo4-si1,nr
紅層,2,hong2-ceng2,n
海魯,7,hai3-lu3,nz
火花放電,3,huo3-hua1-fang4-dian4,n
河北鄉,3,he2-bei3-xiang1,ns
禍福相倚,2,huo4-fu2-xiang4-yi3,i
華石鎮,3,hua2-shi2-zhen4,nr
獲知,113,huo4-zhi1,v
轟,1895,hong1,v
迴腸傷氣,3,hui2-chang2-shang1-qi4,n
海盜號,7,hai3-dao4-hao4,n
屽,4132,han4,zg
呼喊聲,30,hu1-han3-sheng1,i
呵令,3,he1-ling4,v
呼救,219,hu1-jiu4,v
合十,300,he2-shi2,v
護脣膏,3,hu4-chun2-gao1,n
昏鴉,3,hun1-ya1,n
淮山,4,huai2-shan1,ns
航圖,3,hang2-tu2,n
烘起來,3,hong1-qi3-lai2,v
酣然,17,han1-ran2,d
瘓,101,huan4,x
後廢帝,7,hou4-fei4-di4,nr
魟,26,hong2,zg
和愛珍,4,he2-ai4-zhen1,nr
黑教堂,3,hei1-jiao4-tang2,nr
火管,3,huo3-guan3,n
漢譯,52,han4-yi4,nr
呼吸機,13,hu1-xi1-ji1,n
闂,965,hong4,zg
胡若愚,2,hu2-ruo4-yu2,nr
黑如墨,4,hei1-ru2-mo4,nr
化學降解,3,hua4-xue2-jiang4-jie3,l
很慘,3,hen3-can3,a
赫佐格,2,he4-zuo3-ge2,nr
胡安諾,2,hu2-an1-nuo4,nr
合山市,3,he2-shan1-shi4,ns
畫地為牢,7,hua4-de-wei4-lao2,i
轟倒,3,hong1-dao4,v
嫿,10,hua4,zg
紅褐,19,hong2-he4,n
航天服,3,hang2-tian1-fu2,n
奯,5,huo4,zg
