chinese,frequency,pinyin,posseg
爾茨,11,er3-ci2,nrt
耳音,3,er3-yin1,n
二三百萬,7,er4-san1-bai3-wan4,m
耳部,18,er3-bu4,n
二部曲式,3,er4-bu4-qu1-shi4,n
二班制,3,er4-ban1-zhi4,n
二次革命,3,er4-ci4-ge2-ming4,nz
二三百斤,5,er4-san1-bai3-jin1,m
二元酸,10,er4-yuan2-suan1,n
兒童教育,3,er2-tong2-jiao4-yu4,l
二來,610,er4-lai2,t
二意,6,er4-yi4,n
兒童笑話,3,er2-tong2-xiao4-hua4,l
厄難,3,e4-nan2,n
惡感,18,e4-gan3,a
兒童組,3,er2-tong2-zu3,n
二十二點,7,er4-shi2-er4-dian3,m
耳力,3,er3-li4,n
耳食之談,3,er3-shi2-zhi1-tan2,i
二十多家,5,er4-shi2-duo1-jia1,m
而延,3,er2-yan2,v
二十一歲,67,er4-shi2-yi1-sui4,m
餓鬼,49,e4-gui3,v
二階堂,3,er4-jie1-tang2,n
二十華里,3,er4-shi2-hua2-li3,m
二十餘次,3,er4-shi2-yu2-ci4,m
爾伯爵,9,er3-bo2-jue2,nr
二次汙染,3,er4-ci4-wu1-ran3,nz
珴,3,e2,zg
遏止住,3,e4-zhi3-zhu4,i
二戰時期,3,er4-zhan4-shi2-qi1,nz
二壘,3,er4-lei3,n
二萬萬兩,6,er4-wan4-wan4-liang3,m
惡化趨勢,3,e4-hua4-qu1-shi4,l
兒女之情,3,er2-nv3-zhi1-qing2,n
二千多噸,2,er4-qian1-duo1-dun1,m
二百戶,6,er4-bai3-hu4,m
二十名,104,er4-shi2-ming2,m
耳聰,4,er3-cong1,nz
耳鏡,3,er3-jing4,n
顎下腺,3,e4-xia4-xian4,n
二十八日,95,er4-shi2-ba1-ri4,m
二十四卷,3,er4-shi2-si4-juan3,m
二十好幾,4,er4-shi2-hao3-ji3,m
爾特,45,er3-te4,nrt
耳聽心受,3,er3-ting1-xin1-shou4,i
俄羅斯科學院,9,e2-luo2-si1-ke1-xue2-yuan4,nt
二十七分,2,er4-shi2-qi1-fen1,m
二餐,2,er4-can1,m
二十一名,7,er4-shi2-yi1-ming2,m
二局下半,3,er4-ju2-xia4-ban4,i
二樓,256,er4-lou2,n
額爾其斯,3,e2-er3-qi2-si1,ns
二百五十萬,3,er4-bai3-wu3-shi2-wan4,m
呃逆,22,e4-ni4,v
而無須,3,er2-wu2-xu1,i
莪術油,3,e2-shu4-you2,n
二百五十里,5,er4-bai3-wu3-shi2-li3,m
二千八百六十五萬餘兩,2,er4-qian1-ba1-bai3-liu4-shi2-wu3-wan4-yu2-liang3,m
二張,30,er4-zhang1,m
惡劣表現,3,e4-lie4-biao3-xian4,l
二百五十支,2,er4-bai3-wu3-shi2-zhi1,m
齶,120,e4,n
二聚環戊二烯,4,er4-ju4-huan2-wu4-er4-xi1,nz
栭,165,er2,zg
二十篇,2,er4-shi2-pian1,m
二十碗,3,er4-shi2-wan3,m
俄羅斯聯邦政府,2,e2-luo2-si1-lian2-bang1-zheng4-fu3,nt
二座,15,er4-zuo4,m
惡意中傷,3,e4-yi4-zhong1-shang1,l
二重化,11,er4-chong2-hua4,j
二十四間,2,er4-shi2-si4-jian1,m
二次曲面,12,er4-ci4-qu1-mian4,nz
二百零三,3,er4-bai3-ling2-san1,m
惡計,5,e4-ji4,v
二具,3,er4-ju4,m
二十倍,16,er4-shi2-bei4,m
二十八文,2,er4-shi2-ba1-wen2,m
二十幾只,7,er4-shi2-ji3-zhi3,m
二百多萬兩,5,er4-bai3-duo1-wan4-liang3,m
惡積禍盈,3,e4-ji1-huo4-ying2,l
二班,20,er4-ban1,m
恩惠深重,3,en1-hui4-shen1-zhong4,nr
惡賊,241,e4-zei2,n
二杯,8,er4-bei1,m
二十餘萬口,3,er4-shi2-yu2-wan4-kou3,m
弍,2,er4,zg
二號分機,3,er4-hao4-fen1-ji1,n
二十五分,2,er4-shi2-wu3-fen1,m
二件套,3,er4-jian4-tao4,l
二稜大麥,3,er4-leng2-da4-mai4,ns
二千錘,3,er4-qian1-chui2,m
二者不可得兼,2,er4-zhe3-bu4-ke3-de2-jian1,i
厄普,8,e4-pu3,nrt
遏密八音,3,e4-mi4-ba1-yin1,i
二十四隻,12,er4-shi2-si4-zhi1,m
惡質,3,e4-zhi4,n
二流子,40,er4-liu2-zi,n
兒童醫院,55,er2-tong2-yi1-yuan4,nt
耳朵軟,3,er3-duo3-ruan3,n
俄國話,3,e2-guo2-hua4,n
恩典,151,en1-dian3,ns
顎,122,e4,n
二分之一,5,er4-fen1-zhi1-yi1,m
二十點,6,er4-shi2-dian3,m
娥,1643,e2,n
惡瘡,8,e4-chuang1,n
二十幾裡,6,er4-shi2-ji3-li3,m
二十分鐘,38,er4-shi2-fen1-zhong1,m
二十萬具,2,er4-shi2-wan4-ju4,m
二十二個,22,er4-shi2-er4-ge4,m
二手,74,er4-shou3,m
恩惠,110,en1-hui4,nr
耳聞目睹,31,er3-wen2-mu4-du3,i
二百三十餘條,2,er4-bai3-san1-shi2-yu2-tiao2,m
額外其,3,e2-wai4-qi2,nr
餌以重利,3,er3-yi3-zhong4-li4,n
兒童文學,130,er2-tong2-wen2-xue2,nt
二三米,5,er4-san1-mi3,m
二十六席,2,er4-shi2-liu4-xi2,m
訛音惑眾,3,e2-yin1-huo4-zhong4,n
二十多位,4,er4-shi2-duo1-wei4,m
鄂爾多斯市,9,e4-er3-duo1-si1-shi4,ns
二三層,7,er4-san1-ceng2,m
二十七天,4,er4-shi2-qi1-tian1,m
二百元,30,er4-bai3-yuan2,m
二十四節,2,er4-shi2-si4-jie2,m
二十家,6,er4-shi2-jia1,m
二十多封,3,er4-shi2-duo1-feng1,m
二維地震,3,er4-wei2-di4-zhen4,nr
噁,12,e3,zg
二萬二三千,2,er4-wan4-er4-san1-qian1,m
二聯體,3,er4-lian2-ti3,j
二百八十本,2,er4-bai3-ba1-shi2-ben3,m
二十六,103,er4-shi2-liu4,m
二片,2,er4-pian4,m
二萬一千七百六十五兩,2,er4-wan4-yi1-qian1-qi1-bai3-liu4-shi2-wu3-liang3,m
額角,124,e2-jiao3,n
二聯,3,er4-lian2,ns
耳鼓,44,er3-gu3,n
二句話,3,er4-ju4-hua4,c
兒科醫生,3,er2-ke1-yi1-sheng1,n
鈋,35,e2,zg
二三百,69,er4-san1-bai3,m
額外牙,3,e2-wai4-ya2,n
二十四首,2,er4-shi2-si4-shou3,m
二十八歲,34,er4-shi2-ba1-sui4,m
二關,3,er4-guan1,ns
惡化,743,e4-hua4,v
二手轎車,3,er4-shou3-jiao4-che1,n
二爹,3,er4-die1,n
二十多裡,16,er4-shi2-duo1-li3,m
二角,13,er4-jiao3,m
二百四十個,4,er4-bai3-si4-shi2-ge4,m
惡性瘧,5,e4-xing4-nve4,n
鱷梨,3,e4-li2,n
二人組,3,er4-ren2-zu3,m
爾貝爾,4,er3-bei4-er3,nr
恩特雷裡奧斯省,2,en1-te4-lei2-li3-ao4-si1-sheng3,nrt
蛾子,31,e2-zi,n
恩特雷里奧斯省,2,en1-te4-lei2-li3-ao4-si1-sheng3,nrt
惡小而,3,e4-xiao3-er2,l
遏漸防蔭,3,e4-jian4-fang2-yin1,i
二變量,3,er4-bian4-liang4,l
二噁英,3,er4-e3-ying1,nr
二三百片,2,er4-san1-bai3-pian4,m
二次能源,3,er4-ci4-neng2-yuan2,nz
二十九任,2,er4-shi2-jiu3-ren4,m
二百三十五,3,er4-bai3-san1-shi2-wu3,m
二分明月,3,er4-fen1-ming2-yue4,n
鍔,1192,e4,zg
二十幾丈,2,er4-shi2-ji3-zhang4,m
而使,3,er2-shi3,c
二十員,5,er4-shi2-yuan2,m
二籠,3,er4-long2,n
諤,92,e4,x
二億二千三百萬,17,er4-yi4-er4-qian1-san1-bai3-wan4,m
二萬塊,2,er4-wan4-kuai4,m
惡劣手段,3,e4-lie4-shou3-duan4,l
二期稻作,3,er4-qi1-dao4-zuo4,l
二十艘,3,er4-shi2-sou1,m
二百招,11,er4-bai3-zhao1,m
兒女成行,3,er2-nv3-cheng2-xing2,n
二機部,3,er4-ji1-bu4,n
二房東,12,er4-fang2-dong1,ns
二百餘裡,14,er4-bai3-yu2-li3,m
二百八十元,2,er4-bai3-ba1-shi2-yuan2,m
二次葬,3,er4-ci4-zang4,n
扼住,52,e4-zhu4,v
娥眉月,7,e2-mei2-yue4,n
鄂城區,256,e4-cheng2-qu1,ns
二百八十萬,3,er4-bai3-ba1-shi2-wan4,m
駬,2,er3,zg
二地主,3,er4-di4-zhu3,n
俄新社,15,e2-xin1-she4,nt
二四六,7,er4-si4-liu4,m
二百兩,70,er4-bai3-liang3,m
二圓,3,er4-yuan2,n
峨冠博帶,9,e2-guan1-bo2-dai4,n
二十六條,2,er4-shi2-liu4-tiao2,m
噩兆,3,e4-zhao4,n
二三例,16,er4-san1-li4,m
二百五十萬兩,4,er4-bai3-wu3-shi2-wan4-liang3,m
煾,2,en1,zg
俄克拉何馬,12,e2-ke4-la1-he2-ma3,ns
俄央行,2,e2-yang1-hang2,nt
摁,99,en4,v
耳朵,2141,er3-duo3,n
耳門,22,er3-men2,n
訛誤,31,e2-wu4,n
鵝絨毛,3,e2-rong2-mao2,n
二曲,2,er4-qu1,m
二手空調,3,er4-shou3-kong1-diao4,l
耳邊,844,er3-bian1,s
二氧化氯,4,er4-yang3-hua4-lv4,nz
二百萬兩,9,er4-bai3-wan4-liang3,m
二女一男,3,er4-nv3-yi1-nan2,nr
額勒登,3,e2-lei1-deng1,nr
蛾冠博帶,3,e2-guan1-bo2-dai4,n
二極管,147,er4-ji2-guan3,n
二千一百七十六萬五千四百文,2,er4-qian1-yi4-bai3-qi1-shi2-liu4-wan4-wu3-qian1-si4-bai3-wen2,m
二十二卷,2,er4-shi2-er4-juan3,m
二子一女,3,er4-zi-yi1-nv3,l
二十一日,83,er4-shi2-yi1-ri4,m
訛奪,3,e2-duo2,v
鄂南,1038,e4-nan2,ns
二輪影院,3,er4-lun2-ying3-yuan4,nt
二手店,3,er4-shou3-dian4,nz
二寸,61,er4-cun4,m
而已,3085,er2-yi3,y
頞,21,e4,zg
惡性倒閉,3,e4-xing4-dao4-bi4,v
耳藥水,3,er3-yao4-shui3,n
兒科學,5,er2-ke1-xue2,nt
俄羅斯,6099,e2-luo2-si1,ns
二郎,118,er4-lang2,nrt
二千七百萬,2,er4-qian1-qi1-bai3-wan4,m
鄂君啟,6,e4-jun1-qi3,nr
二隊,78,er4-dui4,m
耳塞,19,er3-sai1,n
二十部,10,er4-shi2-bu4,m
扼亢拊背,3,e4-kang4-fu3-bei4,v
二十餘丈,23,er4-shi2-yu2-zhang4,m
爾比,4,er3-bi3,nrt
二伯,19,er4-bo2,nrt
岋,326,e4,zg
鵝毛,40,e2-mao2,n
二氯乙烷,15,er4-lv4-yi3-wan2,nz
二扇,2,er4-shan4,m
耳麥,2,er3-mai4,n
二百餘口,2,er4-bai3-yu2-kou3,m
兒男,3,er2-nan2,n
二百五十四毫米,2,er4-bai3-wu3-shi2-si4-hao2-mi3,m
二百四十二年,3,er4-bai3-si4-shi2-er4-nian2,m
二十二三歲,9,er4-shi2-er4-san1-sui4,m
二次世界大戰,29,er4-ci4-shi4-jie4-da4-zhan4,nz
二十一座,2,er4-shi2-yi1-zuo4,m
莪蒿,3,e2-hao1,n
扼奪,3,e4-duo2,v
二百餘處,2,er4-bai3-yu2-chu4,m
二萬五千元,2,er4-wan4-wu3-qian1-yuan2,m
鄂百靈,11,e4-bai3-ling2,nr
阿比讓市,2,e1-bi3-rang4-shi4,ns
耳石,3,er3-shi2,n
二十餘枚,2,er4-shi2-yu2-mei2,m
二間,4,er4-jian1,m
鴯,25,er2,n
二口,8,er4-kou3,m
二道區,3,er4-dao4-qu1,n
額面,3,e2-mian4,n
耳鬢廝磨,19,er3-bin4-si1-mo2,i
二十五員,2,er4-shi2-wu3-yuan2,m
二龍,290,er4-long2,nrt
額手相慶,3,e2-shou3-xiang4-qing4,i
二獎,3,er4-jiang3,nz
惡魔城,3,e4-mo2-cheng2,i
而勝於藍,3,er2-sheng4-yu2-lan2,i
二千人,3,er4-qian1-ren2,l
二百名,44,er4-bai3-ming2,m
兒子身份,3,er2-zi-shen1-fen4,n
惡籍盈指,3,e4-ji2-ying2-zhi3,n
爾西,4,er3-xi1,nrt
二八十六,3,er4-ba1-shi2-liu4,m
二十週年,5,er4-shi2-zhou1-nian2,m
二裂舌,3,er4-lie4-she2,l
恩威並用,3,en1-wei1-bing4-yong4,n
二十多畝,5,er4-shi2-duo1-mu3,m
兒童座椅,3,er2-tong2-zuo4-yi3,n
二百八十二節,2,er4-bai3-ba1-shi2-er4-jie2,m
二百餘萬兩,5,er4-bai3-yu2-wan4-liang3,m
二三十匹,4,er4-san1-shi2-pi3,m
二十三條,21,er4-shi2-san1-tiao2,m
二十八,109,er4-shi2-ba1,m
二付,3,er4-fu4,n
二十一萬八千兩,2,er4-shi2-yi1-wan4-ba1-qian1-liang3,m
二十餘架,2,er4-shi2-yu2-jia4,m
爾發明,3,er3-fa1-ming2,nr
愕然,431,e4-ran2,a
耳食,3,er3-shi2,n
阨窮,3,e4-qiong2,z
鄂三州,256,e4-san1-zhou1,ns
二三期,2,er4-san1-qi1,m
爾河源,2,er3-he2-yuan2,nr
唲,8,er2,zg
二十多分鐘,3,er4-shi2-duo1-fen1-zhong1,m
二十四分,3,er4-shi2-si4-fen1,m
噩耗,110,e4-hao4,n
扼腕抵掌,3,e4-wan4-di3-zhang3,l
二萬年,2,er4-wan4-nian2,m
二一五,56,er4-yi1-wu3,m
二塊錢,3,er4-kuai4-qian2,n
二惠競爽,3,er4-hui4-jing4-shuang3,nr
鵝掌風,4,e2-zhang3-feng1,n
二萬平方米,2,er4-wan4-ping2-fang1-mi3,m
二級相變,3,er4-ji2-xiang1-bian4,l
二十四萬,6,er4-shi2-si4-wan4,m
二三十畝,4,er4-san1-shi2-mu3,m
二百四十里,3,er4-bai3-si4-shi2-li3,m
二千匹,3,er4-qian1-pi3,m
餌名釣祿,3,er3-ming2-diao4-lu4,nz
二十餘樣,2,er4-shi2-yu2-yang4,m
峨眉,98,e2-mei2,ns
二十遍,5,er4-shi2-bian4,m
恩施,1861,en1-shi1,n
二里莊,3,er4-li3-zhuang1,ns
耳栓,3,er3-shuan1,n
二氧化硅,71,er4-yang3-hua4-gui1,nz
惡言相向,3,e4-yan2-xiang1-xiang4,i
二年級,3,er4-nian2-ji2,b
恩加拉,3,en1-jia1-la1,nrt
二表妹,3,er4-biao3-mei4,n
二十億,8,er4-shi2-yi4,m
二百零四萬,2,er4-bai3-ling2-si4-wan4,m
二把手,68,er4-ba3-shou3,m
二三百株,2,er4-san1-bai3-zhu1,m
鱷魚衫,3,e4-yu2-shan1,n
二十多條,3,er4-shi2-duo1-tiao2,m
扼流圈,3,e4-liu2-quan1,l
二丁掛,3,er4-ding1-gua4,n
二億七千萬噸,2,er4-yi4-qi1-qian1-wan4-dun1,m
訛字,3,e2-zi4,n
二手物品,3,er4-shou3-wu4-pin3,n
二百帖,2,er4-bai3-tie1,m
耳報神,17,er3-bao4-shen2,n
二路縱隊,3,er4-lu4-zong4-dui4,n
二十八中,3,er4-shi2-ba1-zhong1,l
二十多年,321,er4-shi2-duo1-nian2,m
二級域名,3,er4-ji2-yu4-ming2,n
二十多丈,2,er4-shi2-duo1-zhang4,m
爾,3788,er3,nr
鄂城,25,e4-cheng2,ns
二十九卷,5,er4-shi2-jiu3-juan3,m
二六五,6,er4-liu4-wu3,m
二甲基,22,er4-jia3-ji1,nz
二百人,3,er4-bai3-ren2,n
惡補,9,e4-bu3,b
恩平,4,en1-ping2,nr
恩格勒,11,en1-ge2-le4,nr
二十四枝,4,er4-shi2-si4-zhi1,m
二十八員,5,er4-shi2-ba1-yuan2,m
俄,5645,e2,j
二十條,4,er4-shi2-tiao2,m
二堂哥,3,er4-tang2-ge1,nr
兒媳婦,229,er2-xi2-fu4,n
鄂皖,266,e4-wan3,j
耳光,615,er3-guang1,n
俄語組,3,e2-yu3-zu3,n
二萜,5,er4-tie1,n
二千斤,4,er4-qian1-jin1,m
二者,1264,er4-zhe3,n
耳邊風,20,er3-bian1-feng1,n
二年計劃,3,er4-nian2-ji4-hua4,n
二千分,17,er4-qian1-fen1,m
二八線,8,er4-ba1-xian4,m
俄軍方,3,e2-jun1-fang1,nt
二三百年,6,er4-san1-bai3-nian2,m
鵝不食草,3,e2-bu4-shi2-cao3,l
鄂豫陝,263,e4-yu4-shan3,nr
薾,5,er3,zg
額爾登,2,e2-er3-deng1,nr
兒女成群,3,er2-nv3-cheng2-qun2,n
二百七十多年,6,er4-bai3-qi1-shi2-duo1-nian2,m
二手機床,3,er4-shou3-ji1-chuang2,nz
二氧化氮,17,er4-yang3-hua4-dan4,nz
二硫化鉬,9,er4-liu2-hua4-mu4,nz
二表姊,3,er4-biao3-zi3,nr
二字詞,3,er4-zi4-ci2,n
額手稱頌,3,e2-shou3-cheng1-song4,nr
耳飾,14,er3-shi4,n
二丁,3,er4-ding1,nrt
二堂妹,3,er4-tang2-mei4,nr
二十五中,3,er4-shi2-wu3-zhong1,l
惡叉白賴,3,e4-cha1-bai2-lai4,n
二武,23,er4-wu3,nrt
二封,8,er4-feng1,m
兒童心理,3,er2-tong2-xin1-li3,n
二三十步,2,er4-san1-shi2-bu4,m
阿意取容,3,e1-yi4-qu3-rong2,n
二端網絡,3,er4-duan1-wang3-luo4,n
二十株,2,er4-shi2-zhu1,m
二十世紀,3,er4-shi2-shi4-ji4,nz
俄文,78,e2-wen2,nz
二化螟,17,er4-hua4-ming2,n
二十一世紀出版社,8,er4-shi2-yi1-shi4-ji4-chu1-ban3-she4,nt
二口網絡,3,er4-kou3-wang3-luo4,n
二發,8,er4-fa1,j
二千石,3,er4-qian1-dan4,nr
耳語般,3,er3-yu3-ban1,i
二十一條,344,er4-shi2-yi1-tiao2,m
恩准,58,en1-zhun3,n
惡劣,1009,e4-lie4,a
恩重泰山,3,en1-zhong4-tai4-shan1,nr
俄羅斯內務部,2,e2-luo2-si1-nei4-wu4-bu4,nt
二席,3,er4-xi2,n
鄂碩克,2,e4-shuo4-ke4,nr
二十天,77,er4-shi2-tian1,m
二頃,5,er4-qing3,m
惡性循環,134,e4-xing4-xun2-huan2,i
二三十所,2,er4-san1-shi2-suo3,m
鍔,43,e4,g
二百五十卷,4,er4-bai3-wu3-shi2-juan3,m
二等功,41,er4-deng3-gong1,l
恩威並施,3,en1-wei1-bing4-shi1,i
餓慣,3,e4-guan4,n
耳膜,44,er3-mo2,n
耳畔,123,er3-pan4,n
二十幾座,3,er4-shi2-ji3-zuo4,m
二版,3,er4-ban3,b
惡人,594,e4-ren2,n
二十三中,3,er4-shi2-san1-zhong1,nz
二陳湯,3,er4-chen2-tang1,nr
鄂爾多,6,e4-er3-duo1,ns
二道河,5,er4-dao4-he2,ns
餓殍,24,e4-piao3,n
二連浩特市,16,er4-lian2-hao4-te4-shi4,ns
二十丈,20,er4-shi2-zhang4,m
訛音謊語,3,e2-yin1-huang3-yu3,n
二十四路,5,er4-shi2-si4-lu4,m
俄國,2626,e2-guo2,ns
二千一百名,2,er4-qian1-yi4-bai3-ming2,m
二奶,108,er4-nai3,n
二十五日,12,er4-shi2-wu3-ri4,m
耳聞,113,er3-wen2,n
二甲基甲酰胺,13,er4-jia3-ji1-jia3-xian1-an4,nz
二龍路,3,er4-long2-lu4,ns
厄勒,13,e4-lei1,nrt
二三十次,5,er4-san1-shi2-ci4,m
二十萬套,9,er4-shi2-wan4-tao4,m
二傳手,12,er4-chuan2-shou3,n
二綠,3,er4-lv4,b
二十八篇,2,er4-shi2-ba1-pian1,m
惡向膽邊生,14,e4-xiang4-dan3-bian1-sheng1,i
耳垂,58,er3-chui2,n
二度梅,5,er4-du4-mei2,nz
二十位,7,er4-shi2-wei4,m
二萬五千里長徵,146,er4-wan4-wu3-qian1-li3-zhang3-zheng1,i
