chinese,frequency,pinyin,posseg
庫存量,17,ku4-cun2-liang4,n
快餐廳,2,kuai4-can1-ting1,n
可緩和,3,ke3-huan3-he2,i
苦地丁,3,ku3-di4-ding1,n
可被粉碎,3,ke3-bei4-fen3-sui4,i
渴睡,3,ke3-shui4,v
庫馬拉通加,4,ku4-ma3-la1-tong1-jia1,ns
開罐器,3,kai1-guan4-qi4,n
饋,122,kui4,v
克麗絲,3,ke4-li4-si1,nr
巋然不動,27,kui1-ran2-bu4-dong4,i
康巴爾,4,kang1-ba1-er3,nr
科裡,48,ke1-li3,nrt
控制結構,7,kong4-zhi4-jie2-gou4,n
科學城,17,ke1-xue2-cheng2,nr
開戶銀行,3,kai1-hu4-yin2-xing2,n
考研題,3,kao3-yan2-ti2,n
跨區,13,kua4-qu1,n
科爾德,2,ke1-er3-de2,nrt
捆起,3,kun3-qi3,v
科別,3,ke1-bie2,n
渴求,114,ke3-qiu2,v
科教園,3,ke1-jiao4-yuan2,n
抗原受體,3,kang4-yuan2-shou4-ti3,n
苦中作樂,12,ku3-zhong1-zuo4-le4,i
科教文衛,18,ke1-jiao4-wen2-wei4,nr
肯辛頓,3,ken3-xin1-dun4,ns
膾炙,3,kuai4-zhi4,i
卡迪洛,2,ka3-di2-luo4,nr
康寶萊,3,kang1-bao3-lai2,nr
看齊,72,kan4-qi2,v
客死,28,ke4-si3,n
跨接,3,kua4-jie1,b
空無一人,72,kong1-wu2-yi1-ren2,i
苦命,127,ku3-ming4,n
崑山石,3,kun1-shan1-shi2,ns
矌,12,kuang4,zg
卡昂,6,ka3-ang2,nr
開除黨籍,3,kai1-chu2-dang3-ji2,n
狂飈,13,kuang2-biao1,v
克魯克斯,8,ke4-lu3-ke4-si1,nrt
苦辣酸甜,3,ku3-la4-suan1-tian2,l
抗逆性,268,kang4-ni4-xing4,n
開竅,125,kai1-qiao4,v
可修理,3,ke3-xiu1-li3,n
庫娃豔,3,ku4-wa2-yan4,nr
開發進展,3,kai1-fa1-jin4-zhan3,nz
控訴,297,kong4-su4,v
空下,3,kong1-xia4,s
克倫河,2,ke4-lun2-he2,ns
炕幾,3,kang4-ji3,n
空洞地,3,kong1-dong4-de,z
開光期,2,kai1-guang1-qi1,n
卡瓦拉多西,2,ka3-wa3-la1-duo1-xi1,nrt
礦物油,7,kuang4-wu4-you2,n
凱旋,297,kai3-xuan2,nr
可循,76,ke3-xun2,v
卡軌器,3,ka3-gui3-qi4,n
靠山,223,kao4-shan1,n
卡異爾,3,ka3-yi4-er3,nr
坎伯,2,kan3-bo2,nrt
匡正,17,kuang1-zheng4,nr
康託爾集,3,kang1-tuo1-er3-ji2,nr
看漲,40,kan4-zhang3,v
枯草桿菌,3,ku1-cao3-gan3-jun1,l
卡西尼,17,ka3-xi1-ni2,nr
烤鴨,63,kao3-ya1,n
曠心怡神,3,kuang4-xin1-yi2-shen2,nr
空基核,2,kong1-ji1-he2,n
睽隔多年,3,kui2-ge2-duo1-nian2,i
開足馬力,29,kai1-zu2-ma3-li4,i
克羅格,3,ke4-luo2-ge2,nrt
科普讀物,3,ke1-pu3-du2-wu4,n
考試蟲,3,kao3-shi4-chong2,n
可逆反應,9,ke3-ni4-fan3-ying1,l
快讀網,3,kuai4-du2-wang3,nz
孔席不暖,3,kong3-xi2-bu4-nuan3,i
克勞琛,5,ke4-lao2-chen1,nr
褲線,4,ku4-xian4,n
課課,7,ke4-ke4,n
抗突變劑,3,kang4-tu1-bian4-ji4,n
開葷,3,kai1-hun1,v
靠靠,3,kao4-kao4,v
開麥拉,3,kai1-mai4-la1,ns
哭髒,3,ku1-zang1,n
柯興平,3,ke1-xing4-ping2,nr
科麗蠅,2,ke1-li4-ying2,nr
扛出來,3,kang2-chu1-lai2,l
孔明方,3,kong3-ming2-fang1,nr
科泰,5,ke1-tai4,nz
開膛手,3,kai1-tang2-shou3,n
空論,17,kong1-lun4,n
科刑,3,ke1-xing2,n
可分離性,3,ke3-fen1-li2-xing4,n
課桌凳,2,ke4-zhuo1-deng4,n
開得,3,kai1-de2,v
鵾,2,kun1,zg
控告信,2,kong4-gao4-xin4,n
空氣幕,3,kong1-qi4-mu4,n
昆德拉,3,kun1-de2-la1,ns
困難職工,3,kun4-nan2-zhi2-gong1,l
開好,3,kai1-hao3,v
空下來,3,kong1-xia4-lai2,l
恐赫,3,kong3-he4,a
礦物局,3,kuang4-wu4-ju2,n
凱布,2,kai3-bu4,nrt
科普部,4,ke1-pu3-bu4,n
葵雙葉,3,kui2-shuang1-ye4,ns
看家本事,3,kan1-jia1-ben3-shi4,n
考到,3,kao3-dao4,v
虧格,5,kui1-ge2,n
刻於,3,ke4-yu2,v
揩布,3,kai1-bu4,v
枯腦焦心,3,ku1-nao3-jiao1-xin1,n
控制指令,3,kong4-zhi4-zhi3-ling4,n
可是,14820,ke3-shi4,c
壼,4,kun3,zg
科學內涵,3,ke1-xue2-nei4-han2,n
曠日經久,3,kuang4-ri4-jing1-jiu3,i
肯定例證,3,ken3-ding4-li4-zheng4,n
空蕩蕩,243,kong1-dang4-dang4,z
考證,1148,kao3-zheng4,v
渴望工程,3,ke3-wang4-gong1-cheng2,v
空中廣告,3,kong1-zhong1-guang3-gao4,nr
空等一場,3,kong1-deng3-yi1-chang3,l
哭喊,137,ku1-han3,v
苦情,30,ku3-qing2,n
卡納維拉爾角,14,ka3-na4-wei2-la1-er3-jiao3,nrt
康莊,27,kang1-zhuang1,nr
苦掙,3,ku3-zheng1,v
叩拜,86,kou4-bai4,v
空置房,10,kong1-zhi4-fang2,n
抗凝劑,3,kang4-ning2-ji4,n
卡拉卡爾帕克,7,ka3-la1-ka3-er3-pa4-ke4,nrt
奎,156,kui2,nr
康輝國,2,kang1-hui1-guo2,nr
狂呼,71,kuang2-hu1,v
空調主機,3,kong1-diao4-zhu3-ji1,n
快沒了,3,kuai4-mei2-le,l
開國功臣,3,kai1-guo2-gong1-chen2,n
抗磁位移,3,kang4-ci2-wei4-yi2,n
釦起來,3,kou4-qi3-lai2,v
科研開發,3,ke1-yan2-kai1-fa1,nt
開國承家,3,kai1-guo2-cheng2-jia1,l
喀吧,6,ka1-ba,o
康佳集團,7,kang1-jia1-ji2-tuan2,nt
喀爾隆,2,ka1-er3-long2,ns
科研,3204,ke1-yan2,n
空心磚,10,kong1-xin1-zhuan1,n
可氣化,3,ke3-qi4-hua4,l
控制組,3,kong4-zhi4-zu3,vn
口子,927,kou3-zi,n
考克斯,7,kao3-ke4-si1,nrt
科利華,4,ke1-li4-hua2,nr
柯雲路,3,ke1-yun2-lu4,nr
狂瞽之言,3,kuang2-gu3-zhi1-yan2,v
庫姆斯,6,ku4-mu3-si1,nr
看不透,3,kan4-bu4-tou4,v
開新貼,3,kai1-xin1-tie1,n
克納濟,2,ke4-na4-ji4,nr
刻畫無鹽,3,ke4-hua4-wu2-yan2,i
啃來啃去,3,ken3-lai2-ken3-qu4,l
頢,5,kuo4,zg
卡費,3,ka3-fei4,n
開門機,3,kai1-men2-ji1,n
開跑,3,kai1-pao3,v
狂熱,424,kuang2-re4,a
卡環固位,3,ka3-huan2-gu4-wei4,n
科技報,8,ke1-ji4-bao4,n
客觀事物,3,ke4-guan1-shi4-wu4,n
開罪,3,kai1-zui4,v
考試指南,3,kao3-shi4-zhi3-nan2,n
庫巴唐,3,ku4-ba1-tang2,nr
喀喇崑崙山,55,ka1-la3-kun1-lun2-shan1,ns
口袋,996,kou3-dai4,n
開疆展土,3,kai1-jiang1-zhan3-tu3,n
快為,3,kuai4-wei4,d
快樂,2516,kuai4-le4,a
客服群,3,ke4-fu2-qun2,n
空襲警報,3,kong1-xi2-jing3-bao4,n
刻鵠類鶩,3,ke4-hu2-lei4-wu4,i
科爾內,4,ke1-er3-nei4,nrt
枯木逢春,12,ku1-mu4-feng2-chun1,i
空寂,39,kong1-ji4,a
醌氫醌,3,kun1-qing1-kun1,nz
客運段,3,ke4-yun4-duan4,n
課名,3,ke4-ming2,n
卡澤羅尼,3,ka3-ze2-luo2-ni2,nr
窺覷,2,kui1-qu4,v
克西,39,ke4-xi1,ns
可巧,94,ke3-qiao3,a
坤造,3,kun1-zao4,ns
坎布里亞郡,3,kan3-bu4-li3-ya4-jun4,ns
控制措施,3,kong4-zhi4-cuo4-shi1,n
曠廢,3,kuang4-fei4,n
褲角折邊,3,ku4-jiao3-zhe2-bian1,n
科平原,2,ke1-ping2-yuan2,ns
開堂,3,kai1-tang2,n
課時,46,ke4-shi2,t
卡納塔克,3,ka3-na4-ta3-ke4,nrt
開郎,3,kai1-lang2,n
扣人心絃,35,kou4-ren2-xin1-xian2,i
廓大鏡,3,kuo4-da4-jing4,nr
口內,3,kou3-nei4,s
孔明渡,2,kong3-ming2-du4,nr
咖啡粉,5,ka1-fei1-fen3,n
寬待,16,kuan1-dai4,v
空間信息,6,kong1-jian1-xin4-xi1,n
卡西平,2,ka3-xi1-ping2,nr
卡斯帕羅夫,4,ka3-si1-pa4-luo2-fu1,nrt
狂吻,3,kuang2-wen3,n
可逆,211,ke3-ni4,v
科教衛,3,ke1-jiao4-wei4,nr
卡布列,2,ka3-bu4-lie4,nr
開聊,3,kai1-liao2,v
可責備,3,ke3-ze2-bei4,l
庫門,8,ku4-men2,n
卡洛斯,142,ka3-luo4-si1,nr
可征服,3,ke3-zheng1-fu2,n
卡瓦列,2,ka3-wa3-lie4,q
開除,486,kai1-chu2,v
狂升,5,kuang2-sheng1,v
克里蒙,4,ke4-li3-meng2,nrt
快上去,3,kuai4-shang3-qu4,i
開訓典禮,3,kai1-xun4-dian3-li3,nz
庫克峰,4,ku4-ke4-feng1,nr
酷熱,81,ku4-re4,a
靠背輪,3,kao4-bei4-lun2,n
抗瘧,18,kang4-nve4,n
克斯,53,ke4-si1,nrt
靠枕,7,kao4-zhen3,v
扣肉,8,kou4-rou4,n
可靠,1546,ke3-kao4,v
跨進去,3,kua4-jin4-qu4,v
口語程度,3,kou3-yu3-cheng2-du4,n
克勞,11,ke4-lao2,nrt
克臘則,2,ke4-la4-ze2,nr
康佈雷,4,kang1-bu4-lei2,nr
開綻,3,kai1-zhan4,n
稞,3,ke1,n
魁元,4,kui2-yuan2,n
開發計劃署,24,kai1-fa1-ji4-hua4-shu3,nt
空氣噴氣,3,kong1-qi4-pen1-qi4,z
侃侃,52,kan3-kan3,d
抗戰,3066,kang4-zhan4,nz
柯拉斯,2,ke1-la1-si1,nr
狂喜,144,kuang2-xi3,a
扛下來,3,kang2-xia4-lai2,l
口乾,3,kou3-qian2,ns
控制卡,3,kong4-zhi4-ka3,n
盔帽,7,kui1-mao4,n
卡拉,342,ka3-la1,nrt
考古系,2,kao3-gu3-xi4,n
苦辛,3,ku3-xin1,a
抗瘧藥,9,kang4-nve4-yao4,n
克里納,3,ke4-li3-na4,nrt
空轉,12,kong1-zhuan3,v
礦業集團,3,kuang4-ye4-ji2-tuan2,n
虧心,21,kui1-xin1,v
孔明辭,6,kong3-ming2-ci2,nr
空兒,119,kong1-er2,n
蒯祥官,128,kuai3-xiang2-guan1,nr
塊頭,18,kuai4-tou2,n
克爾凱戈,3,ke4-er3-kai3-ge1,nrt
可問,3,ke3-wen4,v
庫萊布,3,ku4-lai2-bu4,nr
渴塵萬斛,3,ke3-chen2-wan4-hu2,nr
砍伐,154,kan3-fa2,v
哭上來,3,ku1-shang4-lai2,l
開發史,4,kai1-fa1-shi3,n
狂滿,3,kuang2-man3,a
擴音機,3,kuo4-yin1-ji1,n
口蓋,16,kou3-gai4,n
潰爛,66,kui4-lan4,v
可可樹,7,ke3-ke3-shu4,l
可維修性,3,ke3-wei2-xiu1-xing4,n
庫克,162,ku4-ke4,nrt
昆布二糖,3,kun1-bu4-er4-tang2,n
科比福,2,ke1-bi3-fu2,nr
卡哇伊,3,ka3-wa-yi1,ns
酷網,3,ku4-wang3,n
苦蔘,5,ku3-shen1,n
可可西里山,19,ke3-ke3-xi1-li3-shan1,ns
可觀規律,3,ke3-guan1-gui1-lv4,l
可延長,3,ke3-yan2-zhang3,l
卡拉巴赫,4,ka3-la1-ba1-he4,nrt
快易通,3,kuai4-yi4-tong1,nz
懇,14,ken3,zg
開展調研,3,kai1-zhan3-diao4-yan2,n
卡傑林,4,ka3-jie2-lin2,nr
潰軍,3,kui4-jun1,n
擴散距離,3,kuo4-san4-ju4-li2,n
開小,3,kai1-xiao3,v
酷好,3,ku4-hao3,a
開通,1404,kai1-tong1,v
可供使用,3,ke3-gong1-shi3-yong4,l
尻,70,kao1,g
開結,3,kai1-jie2,v
凱斯勒,2,kai3-si1-lei1,nrt
開採權,17,kai1-cai3-quan2,n
克雷森,2,ke4-lei2-sen1,nr
苛性納,3,ke1-xing4-na4,v
空調器,61,kong1-diao4-qi4,n
孔明提,3,kong3-ming2-ti2,nr
匡衡鑿壁,3,kuang1-heng2-zao2-bi4,i
柯克斯,3,ke1-ke4-si1,nr
克萊夫,5,ke4-lai2-fu1,nr
曠古未有,3,kuang4-gu3-wei4-you3,i
開放市場,4,kai1-fang4-shi4-chang3,n
烤火,89,kao3-huo3,n
刻不容鬆,3,ke4-bu4-rong2-song1,n
空門,80,kong1-men2,n
坤包,9,kun1-bao1,n
克雷洛夫,6,ke4-lei2-luo4-fu1,nrt
可擦,6,ke3-ca1,v
空隙,370,kong4-xi4,n
可研磨性,3,ke3-yan2-mo2-xing4,n
炕頭兒,3,kang4-tou2-er2,n
寇鬆線,9,kou4-song1-xian4,nr
空,7470,kong1,n
靠墊,28,kao4-dian4,n
啃到,3,ken3-dao4,v
凱內馬,2,kai3-nei4-ma3,nz
課件,36,ke4-jian4,n
狂笑,91,kuang2-xiao4,v
剋制性,3,ke4-zhi4-xing4,nr
科班,56,ke1-ban1,n
肯斯,23,ken3-si1,ns
苦相,19,ku3-xiang1,n
姱容修態,3,kua1-rong2-xiu1-tai4,v
卡通,117,ka3-tong1,nz
克爾階,3,ke4-er3-jie1,nr
控系統,4,kong4-xi4-tong3,n
卡爾敦,2,ka3-er3-dun1,ns
姱,43,kua1,zg
抗震,87,kang4-zhen4,n
空置,33,kong1-zhi4,n
凱拉,6,kai3-la1,nrt
曠古,153,kuang4-gu3,nr
烤肉醬,3,kao3-rou4-jiang4,n
開闊視野,3,kai1-kuo4-shi4-ye3,i
跨下來,3,kua4-xia4-lai2,v
抗清扶明,3,kang4-qing1-fu2-ming2,nz
饋電,3,kui4-dian4,vn
柯洛克,4,ke1-luo4-ke4,nr
開票所,3,kai1-piao4-suo3,n
考古工作者,40,kao3-gu3-gong1-zuo4-zhe3,n
科洛封,48,ke1-luo4-feng1,nr
開口子,13,kai1-kou3-zi,n
開拓,1194,kai1-ta4,v
克羅諾,2,ke4-luo2-nuo4,nr
開口閉口,12,kai1-kou3-bi4-kou3,n
恐怖網,3,kong3-bu4-wang3,n
可隨,3,ke3-sui2,v
砊,13,kang1,zg
開國,2525,kai1-guo2,ns
哭來,3,ku1-lai2,v
空軍機械,3,kong1-jun1-ji1-xie4,n
快船,304,kuai4-chuan2,n
捆綁機,3,kun3-bang3-ji1,b
狂飲,20,kuang2-yin3,n
控制工程,21,kong4-zhi4-gong1-cheng2,n
開眼界,3,kai1-yan3-jie4,n
刻意求精,3,ke4-yi4-qiu2-jing1,i
哭鬧,80,ku1-nao4,v
恐怖主義,221,kong3-bu4-zhu3-yi4,n
框圖,14,kuang1-tu2,n
克里希,11,ke4-li3-xi1,nrt
空速表,5,kong1-su4-biao3,n
喀土穆,50,ka1-tu3-mu4,ns
卡拉巴爾,3,ka3-la1-ba1-er3,nrt
抗癌基因,3,kang4-ai2-ji1-yin1,n
空階,2,kong1-jie1,n
空軍軍官,3,kong1-jun1-jun1-guan1,nr
跨境,38,kua4-jing4,n
可忍受,3,ke3-ren3-shou4,l
克里普斯,4,ke4-li3-pu3-si1,nrt
口供,95,kou3-gong4,v
擴大機,3,kuo4-da4-ji1,n
開恩,150,kai1-en1,v
克雷庫,44,ke4-lei2-ku4,nr
康拉德,32,kang1-la1-de2,nr
苦苦哀求,3,ku3-ku3-ai1-qiu2,i
侃,101,kan3,i
抗議性,3,kang4-yi4-xing4,n
氪,84,ke4,g
闊步高談,3,kuo4-bu4-gao1-tan2,n
看走了眼,3,kan4-zou3-le-yan3,l
苦苦相逼,3,ku3-ku3-xiang1-bi1,i
卡秋莎,2,ka3-qiu1-sha1,nr
開發智力,2,kai1-fa1-zhi4-li4,l
快翻譯,3,kuai4-fan1-yi4,l
硿,3,kong1,zg
孔墨之,3,kong3-mo4-zhi1,nr
扣回來,3,kou4-hui2-lai2,i
克勞斯,26,ke4-lao2-si1,nrt
闊論高談,3,kuo4-lun4-gao1-tan2,n
快遞費,3,kuai4-di4-fei4,n
卡扣,2,ka3-kou4,nz
客流地理,3,ke4-liu2-di4-li3,n
抗旱性,4,kang4-han4-xing4,n
控制代碼,2,kong4-zhi4-dai4-ma3,n
魁禍,3,kui2-huo4,n
科技局,15,ke1-ji4-ju2,n
糠花,3,kang1-hua1,n
開場,212,kai1-chang3,n
抗過敏,3,kang4-guo4-min3,l
葵花子油,3,kui2-hua1-zi-you2,n
空聞神,4,kong1-wen2-shen2,n
侃侃而談,99,kan3-kan3-er2-tan2,i
客地,3,ke4-di4,n
快如閃電,3,kuai4-ru2-shan3-dian4,l
礦山企業,3,kuang4-shan1-qi3-ye4,n
狂草,21,kuang2-cao3,n
看人而定,3,kan4-ren2-er2-ding4,l
空候,3,kong1-hou4,n
凱特林,2,kai3-te4-lin2,nr
扣繳額,3,kou4-jiao3-e2,n
空仔,3,kong1-zai3,n
魁北克省,43,kui2-bei3-ke4-sheng3,ns
克拉特,3,ke4-la1-te4,nrt
刻畫臉譜,3,ke4-hua4-lian3-pu3,n
克林姆,2,ke4-lin2-mu3,nr
哭盡,3,ku1-jin3,v
刊到,3,kan1-dao4,v
科技交流,3,ke1-ji4-jiao1-liu2,n
卡舒吉,2,ka3-shu1-ji2,nr
口哨,97,kou3-shao4,n
卡切曼,2,ka3-qie4-man4,nr
庫夫曼,68,ku4-fu1-man4,nr
可徵稅,3,ke3-zheng1-shui4,n
空攝地圖,3,kong1-she4-de-tu2,n
庫存值,3,ku4-cun2-zhi2,n
克爾凱,3,ke4-er3-kai3,nr
快盛,3,kuai4-sheng4,a
拷貝數,3,kao3-bei4-shu4,nz
摳門兒,3,kou1-men2-er2,l
菎麻,3,kun1-ma2,z
空勤,24,kong1-qin2,n
可向,3,ke3-xiang4,v
框框,132,kuang1-kuang1,n
開筆,3,kai1-bi3,v
苦味道,3,ku3-wei4-dao4,v
齦口炎,3,ken3-kou3-yan2,n
考題,239,kao3-ti2,n
卡努裡,4,ka3-nu3-li3,nr
狂熱者,3,kuang2-re4-zhe3,n
狂鬧,3,kuang2-nao4,a
克勞修,9,ke4-lao2-xiu1,nr
可伸縮性,2,ke3-shen1-suo1-xing4,l
捆紮,41,kun3-za1,v
勘探局,2,kan1-tan4-ju2,n
跨越國界,3,kua4-yue4-guo2-jie4,b
恐需,3,kong3-xu1,n
庫比,5,ku4-bi3,nrt
開高,3,kai1-gao1,v
膾不厭細,3,kuai4-bu4-yan4-xi4,i
烤來烤去,3,kao3-lai2-kao3-qu4,n
啃得,3,ken3-de2,v
課後練習,3,ke4-hou4-lian4-xi2,n
快人快事,3,kuai4-ren2-kuai4-shi4,i
快打旋風,3,kuai4-da3-xuan2-feng1,i
康廣仁,11,kang1-guang3-ren2,nr
咔啉,3,ka1-lin2,n
苦無對策,3,ku3-wu2-dui4-ce4,i
困圍,3,kun4-wei2,n
空房子,3,kong1-fang2-zi,n
簣,13,kui4,zg
苦心人,7,ku3-xin1-ren2,n
靠湖,3,kao4-hu2,n
可支配,3,ke3-zhi1-pei4,v
抗病力,8,kang4-bing4-li4,n
卡紙,2,ka3-zhi3,nz
看得人,3,kan4-de-ren2,v
孔祥星,2,kong3-xiang2-xing1,nr
開禧,9,kai1-xi3,nrt
凱泰,2,kai3-tai4,nz
堪輿,23,kan1-yu2,ns
開墾地,3,kai1-ken3-de,n
庫,2071,ku4,n
開戲,3,kai1-xi4,v
科林蒂安隊,2,ke1-lin2-di4-an1-dui4,nz
孔融諫,2,kong3-rong2-jian4,nr
考茨基,16,kao3-ci2-ji1,nrt
可引用性,3,ke3-yin3-yong4-xing4,n
可喜成果,3,ke3-xi3-cheng2-guo3,i
口惠而實不至,2,kou3-hui4-er2-shi2-bu4-zhi4,l
科學子析,3,ke1-xue2-zi-xi1,n
開始查找,3,kai1-shi3-cha2-zhao3,l
靠湖邊,3,kao4-hu2-bian1,n
磕磕巴巴,6,ke1-ke1-ba1-ba1,z
開拓進取,70,kai1-ta4-jin4-qu3,l
看眼色,3,kan4-yan3-se4,l
科阿韋,2,ke1-a1-wei2,nr
髁,114,ke1,g
開發票,3,kai1-fa1-piao4,n
肯用,3,ken3-yong4,v
咖啡節,2,ka1-fei1-jie2,n
空喊一聲,3,kong1-han3-yi1-sheng1,i
坑灰未冷,3,keng1-hui1-wei4-leng3,n
卡拉姆,20,ka3-la1-mu3,nrt
卡拉特,3,ka3-la1-te4,nrt
卡謝烏,2,ka3-xie4-wu1,nr
奎媛媛,9,kui2-yuan4-yuan4,nrt
康文濤,48,kang1-wen2-tao1,nr
口脣,120,kou3-chun2,n
科技支農,3,ke1-ji4-zhi1-nong2,j
抗凝血,3,kang4-ning2-xue4,n
扣來扣去,3,kou4-lai2-kou4-qu4,n
開飯,61,kai1-fan4,v
空搜索,3,kong1-sou1-suo3,nr
考試成績,3,kao3-shi4-cheng2-ji1,n
科什,7,ke1-shen2,nrt
苦刑,21,ku3-xing2,n
鏗,303,keng1,o
快擠,3,kuai4-ji3,a
考招生,3,kao3-zhao1-sheng1,v
庫貸,3,ku4-dai4,n
卡米翁,3,ka3-mi3-weng1,nr
科學性,169,ke1-xue2-xing4,n
孔雀園,3,kong3-que4-yuan2,nr
空認,3,kong1-ren4,v
客家方言,3,ke4-jia1-fang1-yan2,n
抗寒,34,kang4-han2,n
空軍指揮學院,54,kong1-jun1-zhi3-hui1-xue2-yuan4,nt
科技型,17,ke1-ji4-xing2,n
客飯,4,ke4-fan4,n
科工貿,10,ke1-gong1-mao4,n
客觀唯心,3,ke4-guan1-wei2-xin1,n
愷切,3,kai3-qie4,nrt
克利福德,7,ke4-li4-fu2-de2,nrt
刻板,81,ke4-ban3,n
開關網絡,3,kai1-guan1-wang3-luo4,n
卡西諾,9,ka3-xi1-nuo4,nr
孔三傳,4,kong3-san1-chuan2,nr
潰堤,3,kui4-di1,n
凱特,12,kai3-te4,nrt
克麗斯,4,ke4-li4-si1,nr
科布頓,3,ke1-bu4-dun4,nrt
卡介苗,11,ka3-jie4-miao2,nr
枯樹開花,3,ku1-shu4-kai1-hua1,i
空心壩,3,kong1-xin1-ba4,nr
扣法,3,kou4-fa3,v
空軍政治部,3,kong1-jun1-zheng4-zhi4-bu4,nt
克薩哥,6,ke4-sa4-ge1,nr
科春闈,2,ke1-chun1-wei2,nr
