chinese,frequency,pinyin,posseg
日射病,7,ri4-she4-bing4,n
如擬,3,ru2-ni3,v
潤脣膏,3,run4-chun2-gao1,n
忍得,3,ren3-de,v
入城式,12,ru4-cheng2-shi4,n
乳餅,3,ru3-bing3,n
擾流器,2,rao3-liu2-qi4,n
日外務省,3,ri4-wai4-wu4-sheng3,nt
汝陽,45,ru3-yang2,nr
人機工程,3,ren2-ji1-gong1-cheng2,l
人氣度,3,ren2-qi4-du4,n
弱電,3,ruo4-dian4,n
扔給,3,reng1-gei3,v
日益嚴重,3,ri4-yi4-yan2-zhong4,i
曧,6,rong2,zg
任總兵,7,ren4-zong3-bing1,nr
若干代,7,ruo4-gan1-dai4,m
熱敏,31,re4-min3,a
入場證,3,ru4-chang3-zheng4,v
乳虎嘯,3,ru3-hu3-xiao4,n
人類,9464,ren2-lei4,n
熱脹,4,re4-zhang4,v
熱猝滅,3,re4-cu4-mie4,vn
人非土木,3,ren2-fei1-tu3-mu4,i
任由擺佈,3,ren4-you2-bai3-bu4,i
任重至遠,3,ren4-zhong4-zhi4-yuan3,nr
榮辱興衰,3,rong2-ru3-xing4-shuai1,i
人生目標,3,ren2-sheng1-mu4-biao1,n
日喀則市,14,ri4-ka1-ze2-shi4,ns
乳孃,7,ru3-niang2,n
絨球,20,rong2-qiu2,n
染色性,3,ran3-se4-xing4,n
如花似月,3,ru2-hua1-si4-yue4,i
韌勁,21,ren4-jin4,n
人間天上,10,ren2-jian1-tian1-shang4,l
戎,401,rong2,nr
熱學,88,re4-xue2,n
蓐,6,ru4,g
人防辦,3,ren2-fang2-ban4,n
阮圓海,59,ruan3-yuan2-hai3,nr
任務分配,3,ren4-wu4-fen1-pei4,l
日聚賢,2,ri4-ju4-xian2,nr
阮星竹,114,ruan3-xing1-zhu2,nr
熱循環,3,re4-xun2-huan2,n
任其發展,3,ren4-qi2-fa1-zhan3,i
任劍橋,8,ren4-jian4-qiao2,nr
任惕隱,2,ren4-ti4-yin3,nr
人像靶,3,ren2-xiang4-ba3,n
榮譽室,18,rong2-yu4-shi4,n
若要,3,ruo4-yao4,c
人命官司,3,ren2-ming4-guan1-si1,n
任兵科,2,ren4-bing1-ke1,nr
仁政,99,ren2-zheng4,nr
弱項,54,ruo4-xiang4,n
熱氣,386,re4-qi4,n
認賊為子,3,ren4-zei2-wei4-zi,i
阮之流,3,ruan3-zhi1-liu2,nr
人所共見,3,ren2-suo3-gong4-jian4,l
容細辨,2,rong2-xi4-bian4,nr
扔上來,3,reng1-shang4-lai2,v
人犯,122,ren2-fan4,n
繞膝,5,rao4-xi1,v
若姊弟,2,ruo4-zi3-di4,nr
入水管,3,ru4-shui3-guan3,n
如湯沃雪,3,ru2-tang1-wo4-xue3,nr
日夜操勞,7,ri4-ye4-cao1-lao2,i
融雪水,12,rong2-xue3-shui3,nr
揉成,3,rou2-cheng2,v
人愧,3,ren2-kui4,d
任為典,2,ren4-wei4-dian3,nr
棯,21,ren3,zg
人面獸心,10,ren2-mian4-shou4-xin1,i
人事科,5,ren2-shi4-ke1,n
任登州,2,ren4-deng1-zhou1,nr
人事檔案,3,ren2-shi4-dang4-an4,l
人物畫,90,ren2-wu4-hua4,n
熱量計,3,re4-liang4-ji4,n
日,78695,ri4,m
繞圈賽,3,rao4-quan1-sai4,n
讓座,35,rang4-zuo4,v
忍恥含垢,3,ren3-chi3-han2-gou4,i
任郎官,2,ren4-lang2-guan1,nr
人來瘋,14,ren2-lai2-feng1,l
軟板,3,ruan3-ban3,n
人蔘果,29,ren2-shen1-guo3,n
任新南,2,ren4-xin1-nan2,nr
熱風槍,3,re4-feng1-qiang1,l
忍過來,3,ren3-guo4-lai2,v
熱戀,96,re4-lian4,v
繞完,3,rao4-wan2,v
銳志,3,rui4-zhi4,n
入邪,3,ru4-xie2,v
如實,335,ru2-shi2,d
汝才哥,6,ru3-cai2-ge1,nr
日資,31,ri4-zi1,n
如醉如痴,48,ru2-zui4-ru2-chi1,i
人情電,3,ren2-qing2-dian4,n
榮赫鵬,2,rong2-he4-peng2,nr
人而無信,3,ren2-er2-wu2-xin4,i
絨毯,7,rong2-tan3,n
熱門話題,3,re4-men2-hua4-ti2,n
日寇,215,ri4-kou4,n
然後背,3,ran2-hou4-bei4,v
人事監察,3,ren2-shi4-jian1-cha2,n
柔,1569,rou2,v
人怨神怒,3,ren2-yuan4-shen2-nu4,i
如痴如夢,3,ru2-chi1-ru2-meng4,i
容許子群,3,rong2-xu3-zi-qun2,nr
人人自危,44,ren2-ren2-zi4-wei1,i
潤身,3,run4-shen1,n
燃氣管,3,ran2-qi4-guan3,n
榮歸,8,rong2-gui1,nr
忍饑受餓,3,ren3-ji1-shou4-e4,i
銳敏,18,rui4-min3,a
壬酮,3,ren2-tong2,n
乳汁狀,3,ru3-zhi1-zhuang4,n
弱智女,3,ruo4-zhi4-nv3,n
入秋,21,ru4-qiu1,n
日臻,33,ri4-zhen1,nr
汝若早,2,ru3-ruo4-zao3,nr
任克禮,257,ren4-ke4-li3,nr
瑞金路,3,rui4-jin1-lu4,nr
任徵行,2,ren4-zheng1-xing2,nr
如此這般,103,ru2-ci3-zhe4-ban1,l
任國相,4,ren4-guo2-xiang1,nr
日月爭輝,3,ri4-yue4-zheng1-hui1,nr
人面像,3,ren2-mian4-xiang4,n
任飛燕,96,ren4-fei1-yan4,nr
汝可回,2,ru3-ke3-hui2,nr
乳腺瘤,2,ru3-xian4-liu2,n
熱油循環,3,re4-you2-xun2-huan2,n
若干首,5,ruo4-gan1-shou3,m
如若不然,7,ru2-ruo4-bu4-ran2,i
乳酶,3,ru3-mei2,n
任其子,3,ren4-qi2-zi,nr
任思強,2,ren4-si1-qiang2,nr
柔腸,20,rou2-chang2,n
攘權奪利,3,rang3-quan2-duo2-li4,l
熱功當量,33,re4-gong1-dang1-liang4,l
汝州市,3,ru3-zhou1-shi4,ns
然糠照薪,3,ran2-kang1-zhao4-xin1,nr
亻爾,3,ren2-er3,v
入鍋,3,ru4-guo1,v
阮成發,256,ruan3-cheng2-fa1,nr
人不可貌,3,ren2-bu4-ke3-mao4,i
熱烈,1963,re4-lie4,a
仍來,3,reng2-lai2,d
肉禽蛋,2,rou4-qin2-dan4,n
乳白色,380,ru3-bai2-se4,n
任所,3,ren4-suo3,n
日後,1384,ri4-hou4,t
認得,1340,ren4-de2,v
繞圈,3,rao4-quan1,n
人堆,3,ren2-dui1,n
軟水器,3,ruan3-shui3-qi4,n
若使,3,ruo4-shi3,c
日月星辰,71,ri4-yue4-xing1-chen2,nz
日光,316,ri4-guang1,n
熱化學,3,re4-hua4-xue2,n
仁公主,2,ren2-gong1-zhu3,nr
日暖風恬,3,ri4-nuan3-feng1-tian2,i
任定邊,2,ren4-ding4-bian1,nr
人大主任,3,ren2-da4-zhu3-ren4,n
任曉華,2,ren4-xiao3-hua2,nr
忍忍,3,ren3-ren3,v
熱可炙手,3,re4-ke3-zhi4-shou3,i
肉畜,3,rou4-chu4,n
若干具,11,ruo4-gan1-ju4,m
若干項,4,ruo4-gan1-xiang4,m
人人得而,3,ren2-ren2-de2-er2,l
認作,3,ren4-zuo4,v
入口通道,3,ru4-kou3-tong1-dao4,i
如蹈湯火,3,ru2-dao3-tang1-huo3,i
人文薈萃,14,ren2-wen2-hui4-cui4,i
如塤如箎,3,ru2-xun1-ru2-chi2,v
日久鬱,2,ri4-jiu3-yu4,nr
瑞麗市,12,rui4-li4-shi4,ns
瑞巖,2,rui4-yan2,ns
溶解能力,3,rong2-jie3-neng2-li4,n
乳突炎,3,ru3-tu1-yan2,n
軟硬不吃,3,ruan3-ying4-bu4-chi1,l
如須,3,ru2-xu1,d
肉醬,65,rou4-jiang4,n
入閣,214,ru4-ge2,ns
軟水,15,ruan3-shui3,n
芮曉武,3,rui4-xiao3-wu3,nr
忍辱偷生,3,ren3-ru3-tou1-sheng1,i
惹是招非,3,re3-shi4-zhao1-fei1,i
熱潮,403,re4-chao2,n
人造橡皮,3,ren2-zao4-xiang4-pi2,n
人樣,3,ren2-yang4,n
任校委,2,ren4-xiao4-wei3,nr
染指於鼎,3,ran3-zhi3-yu2-ding3,n
熱網,2,re4-wang3,n
熱水澡,22,re4-shui3-zao3,n
容於漢,2,rong2-yu2-han4,nr
人造板,37,ren2-zao4-ban3,n
容量色,3,rong2-liang4-se4,n
弱徘徊集,3,ruo4-pai2-huai2-ji2,vn
戎馬,41,rong2-ma3,nr
燃萁煮豆,3,ran2-qi2-zhu3-dou4,nz
認來認去,3,ren4-lai2-ren4-qu4,v
乳熟期,2,ru3-shu2-qi1,n
日偏蝕,3,ri4-pian1-shi2,i
軟件產業,3,ruan3-jian4-chan3-ye4,l
惹出來,3,re3-chu1-lai2,l
絨褲,3,rong2-ku4,n
若且唯若,3,ruo4-qie3-wei2-ruo4,i
如若,200,ru2-ruo4,c
戎幕,2,rong2-mu4,n
日日夜夜,123,ri4-ri4-ye4-ye4,i
日新月著,3,ri4-xin1-yue4-zhu4,nz
嬈,393,rao2,x
人地關係,3,ren2-di4-guan1-xi4,l
任保民,2,ren4-bao3-min2,nr
日中必移,3,ri4-zhong1-bi4-yi2,i
瑞典議會,2,rui4-dian3-yi4-hui4,nt
認真負責,3,ren4-zhen1-fu4-ze2,n
人不為己,4,ren2-bu4-wei4-ji3,i
銳意進取,42,rui4-yi4-jin4-qu3,l
阮大人,4,ruan3-da4-ren,nr
任安豐,2,ren4-an1-feng1,nr
潤溼,35,run4-shi1,nz
軟木板,3,ruan3-mu4-ban3,n
認屍,3,ren4-shi1,v
日炙風吹,3,ri4-zhi4-feng1-chui1,i
柔能制剛,3,rou2-neng2-zhi4-gang1,n
瑞昌,21,rui4-chang1,ns
任校,2,ren4-xiao4,r
瑞典王國,3,rui4-dian3-wang2-guo2,ns
溶岩,14,rong2-yan2,n
擾人,3,rao3-ren2,n
入口處,153,ru4-kou3-chu4,i
容韻琳,3,rong2-yun4-lin2,nr
蚋,65,rui4,g
如意通,3,ru2-yi4-tong1,i
日月同輝,3,ri4-yue4-tong2-hui1,nr
任安,5,ren4-an1,nr
人吃人,3,ren2-chi1-ren2,n
日用品,140,ri4-yong4-pin3,n
熱心苦口,3,re4-xin1-ku3-kou3,i
任勞,16,ren4-lao2,nr
如有雷同,3,ru2-you3-lei2-tong2,i
若乾股,3,ruo4-qian2-gu3,m
刄,27,ren4,zg
融合線,3,rong2-he2-xian4,n
認養,2,ren4-yang3,v
日界線,7,ri4-jie4-xian4,nz
融融洽洽,3,rong2-rong2-qia4-qia4,nr
人文學院,3,ren2-wen2-xue2-yuan4,nt
饒平縣,2,rao2-ping2-xian4,ns
人味,13,ren2-wei4,n
如律令,3,ru2-lv4-ling4,nr
熔融,147,rong2-rong2,n
任弗朗,2,ren4-fu2-lang3,nr
任引軍,2,ren4-yin3-jun1,nr
日坐愁城,3,ri4-zuo4-chou2-cheng2,i
任范陽,2,ren4-fan4-yang2,nr
燃燈,3,ran2-deng1,n
人工林,34,ren2-gong1-lin2,n
日均,172,ri4-jun1,j
熱哄哄,3,re4-hong3-hong3,z
任由,239,ren4-you2,n
熱滾滾,3,re4-gun3-gun3,z
戎狄交,3,rong2-di2-jiao1,nr
人權委員會,3,ren2-quan2-wei3-yuan2-hui4,nt
熱中名利,3,re4-zhong1-ming2-li4,l
日短心長,3,ri4-duan3-xin1-zhang3,i
人有千算,3,ren2-you3-qian1-suan4,l
榮大人,4,rong2-da4-ren,nr
軟體部,3,ruan3-ti3-bu4,n
日知錄,7,ri4-zhi1-lu4,n
人口學,38,ren2-kou3-xue2,nt
人工費,3,ren2-gong1-fei4,n
軟化劑,5,ruan3-hua4-ji4,n
阮家莊,2,ruan3-jia1-zhuang1,nr
乳牙早失,3,ru3-ya2-zao3-shi1,i
渘,24,rou2,zg
汝等亦,2,ru3-deng3-yi4,nr
軟軸,3,ruan3-zhou2,n
認栽,3,ren4-zai1,v
軟磁,26,ruan3-ci2,n
人民武裝警察部隊,5,ren2-min2-wu3-zhuang1-jing3-cha2-bu4-dui4,nt
日久歲深,3,ri4-jiu3-sui4-shen1,i
任教於,3,ren4-jiao4-yu2,nr
日蝕,33,ri4-shi2,nz
榮格曾,2,rong2-ge2-ceng2,nr
任震宇,2,ren4-zhen4-yu3,nr
入冊,3,ru4-ce4,v
攘肌及骨,3,rang3-ji1-ji2-gu3,l
日郵,3,ri4-you2,ns
人比人,3,ren2-bi3-ren2,n
認到,3,ren4-dao4,v
辱國喪師,3,ru3-guo2-sang4-shi1,vn
人怨天怒,3,ren2-yuan4-tian1-nu4,i
惹災招禍,3,re3-zai1-zhao1-huo4,i
軟件加密,3,ruan3-jian4-jia1-mi4,n
軟文,3,ruan3-wen2,n
人事管理,3,ren2-shi4-guan3-li3,n
榮秋謝,2,rong2-qiu1-xie4,nr
熱勁,3,re4-jin4,a
容某先,2,rong2-mou3-xian1,nr
榮親王,6,rong2-qin1-wang2,nr
人物獎,7,ren2-wu4-jiang3,n
人瑞,4,ren2-rui4,nz
如錐畫沙,3,ru2-zhui1-hua4-sha1,l
燃耗,3,ran2-hao4,n
瑞雪兆,3,rui4-xue3-zhao4,nr
軟件平臺,9,ruan3-jian4-ping2-tai2,l
軟梯,5,ruan3-ti1,n
任英印,2,ren4-ying1-yin4,nr
薷,25,ru2,x
攘災,3,rang3-zai1,l
日徵月邁,3,ri4-zheng1-yue4-mai4,nr
任集賢,2,ren4-ji2-xian2,nr
乳紫色,3,ru3-zi3-se4,n
榮立,95,rong2-li4,nr
日雜品,3,ri4-za2-pin3,n
人性化,128,ren2-xing4-hua4,n
人事主管,3,ren2-shi4-zhu3-guan3,n
人手不足,3,ren2-shou3-bu4-zu2,i
繞行,77,rao4-xing2,v
屻,75,ren4,zg
壤塘,3,rang3-tang2,n
若然,43,ruo4-ran2,c
日偏食,4,ri4-pian1-shi2,n
瑞利,27,rui4-li4,ns
任為,3,ren4-wei4,v
忍一時,3,ren3-yi1-shi2,d
容不下,3,rong2-bu4-xia4,i
軟堅,16,ruan3-jian1,n
軟風,3,ruan3-feng1,n
溶洞,191,rong2-dong4,n
瑞索,3,rui4-suo3,ns
任美江,2,ren4-mei3-jiang1,nr
日用塑料,3,ri4-yong4-su4-liao4,n
任賓努,2,ren4-bin1-nu3,nr
容細思,2,rong2-xi4-si1,nr
容忍度,9,rong2-ren3-du4,n
燃氣具,23,ran2-qi4-ju4,n
入學率,835,ru4-xue2-lv4,n
肉糜,6,rou4-mi2,n
融成,3,rong2-cheng2,v
認同度,7,ren4-tong2-du4,n
人工流產,66,ren2-gong1-liu2-chan3,l
人至察則無徒,4,ren2-zhi4-cha2-ze2-wu2-tu2,i
任東南,2,ren4-dong1-nan2,nr
如操左券,3,ru2-cao1-zuo3-quan4,l
熱工,15,re4-gong1,n
芮乃偉,10,rui4-nai3-wei3,nr
如魚似水,3,ru2-yu2-shi4-shui3,i
容國團,5,rong2-guo2-tuan2,n
人情,447,ren2-qing2,n
人口地理,3,ren2-kou3-di4-li3,n
任景豐,2,ren4-jing3-feng1,nr
肉樣,2,rou4-yang4,n
日籍人士,3,ri4-ji2-ren2-shi4,n
任伏威,2,ren4-fu2-wei1,nr
人要衣裝,3,ren2-yao4-yi1-zhuang1,n
入選,490,ru4-xuan3,v
認人,3,ren4-ren2,v
任何事物,3,ren4-he2-shi4-wu4,n
如一,112,ru2-yi1,r
冗數,3,rong3-shu4,n
柔翰,3,rou2-han4,nrt
弱視,14,ruo4-shi4,n
人多手雜,6,ren2-duo1-shou3-za2,i
人心悅誠服,9,ren2-xin1-yue4-cheng2-fu2,i
任安國,2,ren4-an1-guo2,nr
如水赴壑,3,ru2-shui3-fu4-he4,i
濡溼,6,ru2-shi1,v
如期而至,7,ru2-qi1-er2-zhi4,i
溶劑解,3,rong2-ji4-jie3,n
人工製品,3,ren2-gong1-zhi4-pin3,n
日華,3,ri4-hua2,ns
日頭,135,ri4-tou2,n
認真思考,3,ren4-zhen1-si1-kao3,n
人格尊嚴,3,ren2-ge2-zun1-yan2,i
日落,268,ri4-luo4,n
日前,2144,ri4-qian2,t
人造革,48,ren2-zao4-ge2,n
融,584,rong2,vn
阮功愛,3,ruan3-gong1-ai4,nr
人工幹預,3,ren2-gong1-gan4-yu4,l
人際排斥,3,ren2-ji4-pai2-chi4,v
軟件超市,3,ruan3-jian4-chao2-shi4,i
阮公墩,2,ruan3-gong1-dun1,nr
任務艱鉅,3,ren4-wu4-jian1-ju4,i
熱流,86,re4-liu2,n
任其自流,3,ren4-qi2-zi4-liu2,i
日光溫室,3,ri4-guang1-wen1-shi4,n
如因,3,ru2-yin1,c
汝南袁,2,ru3-nan2-yuan2,nr
紉,74,ren4,g
人不聊生,3,ren2-bu4-liao2-sheng1,i
燃眉,3,ran2-mei2,n
融通,67,rong2-tong1,vn
日薄虞淵,3,ri4-bao2-yu2-yuan1,nr
揉雜,3,rou2-za2,v
人民共和國,295,ren2-min2-gong4-he2-guo2,nt
瑞芳,19,rui4-fang1,nr
認知障礙,3,ren4-zhi1-zhang4-ai4,n
刃樹劍山,3,ren4-shu4-jian4-shan1,n
人民日報社,67,ren2-min2-ri4-bao4-she4,nt
柔腸百轉,16,rou2-chang2-bai3-zhuan3,l
人民報,23,ren2-min2-bao4,n
日星,11,ri4-xing1,n
潤膚乳,3,run4-fu1-ru3,nz
冉先菀,2,ran3-xian1-wan3,nr
日往月來,3,ri4-wang3-yue4-lai2,i
熱線服務,3,re4-xian4-fu2-wu4,n
辱,693,ru3,ng
饒有,55,rao2-you3,v
熱運轉,3,re4-yun4-zhuan3,l
惹人注意,3,re3-ren2-zhu4-yi4,i
若干級,2,ruo4-gan1-ji2,m
任育才,2,ren4-yu4-cai2,nr
銳利武器,3,rui4-li4-wu3-qi4,l
如來,257,ru2-lai2,t
熱收縮,3,re4-shou1-suo1,l
肉桂粉,3,rou4-gui4-fen3,nz
瑞典文學院,4,rui4-dian3-wen2-xue2-yuan4,nt
瑞貝卡,14,rui4-bei4-ka3,nr
熔合,6,rong2-he2,v
瑞典公司,2,rui4-dian3-gong1-si1,nt
如醉如夢,3,ru2-zui4-ru2-meng4,i
茹素之,2,ru2-su4-zhi1,nr
人神共憤,9,ren2-shen2-gong4-fen4,l
日興,44,ri4-xing4,ns
熱喪,3,re4-sang4,a
絍,3,ren4,zg
蠑,8,rong2,zg
絨布,33,rong2-bu4,n
任幫主,4,ren4-bang1-zhu3,n
蕤,11,rui2,x
人財兩空,11,ren2-cai2-liang3-kong1,i
人和鎮,2,ren2-he2-zhen4,n
冗餘,15,rong3-yu2,a
人行橫道,7,ren2-xing2-heng2-dao4,n
蠕形動物,2,ru2-xing2-dong4-wu4,l
軔致輻射,3,ren4-zhi4-fu2-she4,nz
人家,8314,ren2-jia1,n
人情之常,11,ren2-qing2-zhi1-chang2,i
熱體,3,re4-ti3,n
人千人萬,3,ren2-qian1-ren2-wan4,i
人頭馬,6,ren2-tou2-ma3,n
熱平衡,3,re4-ping2-heng2,i
如次,3,ru2-ci4,r
任本寧,2,ren4-ben3-ning2,nr
日美德,2,ri4-mei3-de2,ns
熱菜,38,re4-cai4,n
熱量,1121,re4-liang4,n
軟骨病,16,ruan3-gu3-bing4,n
日產量,44,ri4-chan3-liang4,n
任人唯親,40,ren4-ren2-wei2-qin1,n
熱應力,3,re4-ying1-li4,n
如願以嘗,3,ru2-yuan4-yi3-chang2,nr
熱烈鼓掌,3,re4-lie4-gu3-zhang3,i
熱鬧滾滾,3,re4-nao4-gun3-gun3,z
榮成龍,3,rong2-cheng2-long2,nr
入產,3,ru4-chan3,v
染坊,114,ran3-fang2,n
染色體,820,ran3-se4-ti3,n
柔術,10,rou2-shu4,n
入出,2,ru4-chu1,v
縟麗,3,ru4-li4,i
入伍,269,ru4-wu3,v
乳豬,10,ru3-zhu1,n
熱炒,10,re4-chao3,v
熱縮管,3,re4-suo1-guan3,n
融化,327,rong2-hua4,vn
銳意改革,3,rui4-yi4-gai3-ge2,l
阮小二,49,ruan3-xiao3-er4,nr
繞道而行,3,rao4-dao4-er2-xing2,l
人浮於食,3,ren2-fu2-yu2-shi2,l
入鄉隨鄉,3,ru4-xiang1-sui2-xiang1,i
人亡家破,3,ren2-wang2-jia1-po4,i
認成,3,ren4-cheng2,v
認識水平,3,ren4-shi2-shui3-ping2,n
人多怪少,3,ren2-duo1-guai4-shao3,l
軟紅十丈,3,ruan3-hong2-shi2-zhang4,l
容器,433,rong2-qi4,n
鞣料,8,rou2-liao4,n
容錯性,2,rong2-cuo4-xing4,n
日和風暖,3,ri4-he2-feng1-nuan3,i
燃料電池,3,ran2-liao4-dian4-chi2,n
容色秀美,2,rong2-se4-xiu4-mei3,nr
人口危機,3,ren2-kou3-wei1-ji1,l
軟玉溫香,3,ruan3-yu4-wen1-xiang1,i
汝兄弟,2,ru3-xiong1-di4,nr
認知率,6,ren4-zhi1-lv4,n
人格化,53,ren2-ge2-hua4,n
冉冉上升,3,ran3-ran3-shang4-sheng1,nr
日出不窮,3,ri4-chu1-bu4-qiong2,i
日記體,6,ri4-ji4-ti3,n
熱帶,2584,re4-dai4,n
壬醛,3,ren2-quan2,n
人口爆炸,3,ren2-kou3-bao4-zha4,n
人心大快,13,ren2-xin1-da4-kuai4,i
如來佛,54,ru2-lai2-fu2,d
日間班,3,ri4-jian1-ban1,n
如喪考妣,14,ru2-sang4-kao3-bi3,i
熱島,17,re4-dao3,n
肉麻,73,rou4-ma2,n
認購價,2,ren4-gou4-jia4,n
阮章競,4,ruan3-zhang1-jing4,nr
日裔,3,ri4-yi4,n
如織,14,ru2-zhi1,v
熱容量,3,re4-rong2-liang4,n
惹人討厭,3,re3-ren2-tao3-yan4,i
任直隸,7,ren4-zhi2-li4,nr
人民解放軍,1492,ren2-min2-jie3-fang4-jun1,nt
人理,44,ren2-li3,n
人才培養,3,ren2-cai2-pei2-yang3,l
任務量,3,ren4-wu4-liang4,n
忍辱含羞,3,ren3-ru3-han2-xiu1,n
染工,3,ran3-gong1,n
人倫關係,3,ren2-lun2-guan1-xi4,nt
認敵作父,3,ren4-di2-zuo4-fu4,n
乳漿,5,ru3-jiang1,n
容貌,647,rong2-mao4,n
姙,53,ren4,zg
人物傳記,3,ren2-wu4-chuan2-ji4,n
容膝之地,3,rong2-xi1-zhi1-di4,i
肉圓子,2,rou4-yuan2-zi,n
閏閣,3,run4-ge2,n
任務在身,3,ren4-wu4-zai4-shen1,n
人民滿意,3,ren2-min2-man3-yi4,l
如見其人,2,ru2-jian4-qi2-ren2,i
仁布,3,ren2-bu4,nr
辱身敗名,3,ru3-shen1-bai4-ming2,v
如芒在背,2,ru2-mang2-zai4-bei4,i
如此而已,4,ru2-ci3-er2-yi3,i
如數歸還,3,ru2-shu4-gui1-hai2,i
日常行為,3,ri4-chang2-xing2-wei4,n
日本天皇,3,ri4-ben3-tian1-huang2,n
日全食,42,ri4-quan2-shi2,n
攘攘,3,rang3-rang3,v
仍須,3,reng2-xu1,d
日瓦戈,7,ri4-wa3-ge1,nrt
若郭靖,3,ruo4-guo1-jing4,nr
任三司,4,ren4-san1-si1,nr
入盟,11,ru4-meng2,ns
軟體,30,ruan3-ti3,n
日內瓦湖,18,ri4-nei4-wa3-hu2,ns
肉頭,3,rou4-tou2,n
人民,43719,ren2-min2,n
日場,3,ri4-chang3,n
容並茂,2,rong2-bing4-mao4,nr
戎裝,254,rong2-zhuang1,n
日本參議院,2,ri4-ben3-can1-yi4-yuan4,nt
熱帶地區,3,re4-dai4-de-qu1,n
任澤芝,3,ren4-ze2-zhi1,nr
如虎生翼,3,ru2-hu3-sheng1-yi4,i
人體炸彈,3,ren2-ti3-zha4-dan4,n
入門問諱,3,ru4-men2-wen4-hui4,i
任通武,25,ren4-tong1-wu3,nr
任天堂,42,ren4-tian1-tang2,nr
如山壓卵,3,ru2-shan1-ya1-luan3,i
人代大會,3,ren2-dai4-da4-hui4,nt
容態,3,rong2-tai4,n
日子,5113,ri4-zi,n
柔和,414,rou2-he2,a
人急智生,4,ren2-ji2-zhi4-sheng1,i
入城,3,ru4-cheng2,ns
榮叔榮,2,rong2-shu1-rong2,nr
熱症,10,re4-zheng4,n
融冰化,3,rong2-bing1-hua4,nr
熱拉爾,7,re4-la1-er3,nrt
軟鞋,3,ruan3-xie2,n
冗費,3,rong3-fei4,n
