chinese,frequency,pinyin,posseg
迭矩重規,3,die2-ju3-zhong4-gui1,nr
豆象科,2,dou4-xiang4-ke1,nr
地裂山崩,3,di4-lie4-shan1-beng1,n
對望一眼,3,dui4-wang4-yi1-yan3,l
狄慈根,10,di2-ci2-gen1,nr
鍛造法,3,duan4-zao4-fa3,n
代養,2,dai4-yang3,n
大莫與京,3,da4-mo4-yu3-jing1,nz
定局,138,ding4-ju2,n
丁名楠,7,ding1-ming2-nan2,nr
大叢,11,da4-cong2,n
單極子,3,dan1-ji2-zi,n
定有,3,ding4-you3,v
丁零族,2,ding1-ling2-zu2,nr
大半夜,54,da4-ban4-ye4,t
段譽素,2,duan4-yu4-su4,nr
段永基,29,duan4-yong3-ji1,nr
第一天,603,di4-yi1-tian1,m
登場,329,deng1-chang3,n
肚腸,3,du4-chang2,n
多蛾,3,duo1-e2,n
點電荷,29,dian3-dian4-he2,n
遁跡山林,3,dun4-ji1-shan1-lin2,i
德國電視一臺,16,de2-guo2-dian4-shi4-yi1-tai2,nt
德維傑,3,de2-wei2-jie2,nr
倒苦水,3,dao4-ku3-shui3,i
擔保費,3,dan1-bao3-fei4,n
多萬公里,10,duo1-wan4-gong1-li3,m
電視劇,583,dian4-shi4-ju4,n
第十八家,3,di4-shi2-ba1-jia1,m
蝶泳,47,die2-yong3,n
大小事,11,da4-xiao3-shi4,b
打破,1979,da3-po4,v
蛋白示,3,dan4-bai2-shi4,n
兜底,16,dou1-di3,s
打量,914,da3-liang,v
斷袖之寵,3,duan4-xiu4-zhi1-chong3,i
鄧太妙,27,deng4-tai4-miao4,nr
德姆貝,2,de2-mu3-bei4,nr
大順禮,6,da4-shun4-li3,nr
膽小鬼,76,dan3-xiao3-gui3,i
大網,52,da4-wang3,nz
德瓦爾,10,de2-wa3-er3,nr
第二番,2,di4-er4-fan1,m
眈,24,dan1,x
單季,9,dan1-ji4,n
多迪克,4,duo1-di2-ke4,nrt
獨立宣言,3,du2-li4-xuan1-yan2,i
讀書報,7,du2-shu1-bao4,n
迪爾凱姆,26,di2-er3-kai3-mu3,nr
大牙,74,da4-ya2,ns
刁滑奸詐,3,diao1-hua2-jian1-zha4,i
地藏寺,3,di4-zang4-si4,ns
底氣不足,3,di3-qi4-bu4-zu2,l
地沃宜,2,de-wo4-yi2,nr
斷崖,101,duan4-ya2,n
狄雲輕,2,di2-yun2-qing1,nr
瞪,1748,deng4,v
第三課,3,di4-san1-ke4,n
豆製品,76,dou4-zhi4-pin3,n
第三座,49,di4-san1-zuo4,m
杜撰,74,du4-zhuan4,nr
大刑,16,da4-xing2,n
德領兵,2,de2-ling3-bing1,nr
蹲坐在,3,dun1-zuo4-zai4,l
倒戈卸甲,3,dao3-ge1-xie4-jia3,i
大笨鳥,3,da4-ben4-niao3,l
彈掉,3,dan4-diao4,v
滌地無類,3,di2-de-wu2-lei4,n
獨院兒,3,du2-yuan4-er2,n
大有見地,3,da4-you3-jian4-de,i
刁明生,4,diao1-ming2-sheng1,nr
第五十七,6,di4-wu3-shi2-qi1,m
大原麗子,3,da4-yuan2-li4-zi,nr
頂好市場,3,ding3-hao3-shi4-chang3,n
第一刀,8,di4-yi1-dao1,m
大牌,326,da4-pai2,n
淡薄,100,dan4-bo2,a
對立性,3,dui4-li4-xing4,n
達格利什,2,da2-ge2-li4-shen2,nrt
大富,36,da4-fu4,nz
斗渠,3,dou3-qu2,n
燉,21,dun4,zg
第六篇,7,di4-liu4-pian1,m
道格拉斯,71,dao4-ge2-la1-si1,nrt
黨員素質,3,dang3-yuan2-su4-zhi4,n
大變身,3,da4-bian4-shen1,n
鄧蒂斯,2,deng4-di4-si1,nr
東道主人,3,dong1-dao4-zhu3-ren2,n
黨的綱領,3,dang3-de-gang1-ling3,n
東床坦腹,3,dong1-chuang2-tan3-fu4,n
帶鋼,5,dai4-gang1,v
點指畫字,3,dian3-zhi3-hua4-zi4,n
膽顫心驚,6,dan3-chan4-xin1-jing1,i
單于都護,2,dan1-yu2-dou1-hu4,nr
杜莉莉,6,du4-li4-li4,nr
大薊,3,da4-ji4,n
東闖西走,3,dong1-chuang3-xi1-zou3,nr
彈簧床,4,dan4-huang2-chuang2,n
點歌單,3,dian3-ge1-dan1,n
東海縣,14,dong1-hai3-xian4,ns
登山協會,3,deng1-shan1-xie2-hui4,nz
遁陰匿景,3,dun4-yin1-ni4-jing3,i
大赦天下,35,da4-she4-tian1-xia4,i
憺,8,dan4,zg
調查者,37,diao4-cha2-zhe3,n
打通關,11,da3-tong1-guan1,l
毒劑,135,du2-ji4,n
多爾欽,2,duo1-er3-qin1,nr
帶符號,6,dai4-fu2-hao4,n
大排長龍,3,da4-pai2-zhang3-long2,j
德國漢莎航空公司,10,de2-guo2-han4-sha1-hang2-kong1-gong1-si1,nt
多任務處理,3,duo1-ren4-wu4-chu4-li3,l
滌棉,16,di2-mian2,n
東進東,2,dong1-jin4-dong1,nr
德清西,2,de2-qing1-xi1,ns
點醒,3,dian3-xing3,v
電教,35,dian4-jiao4,n
雕蟲小計,3,diao1-chong2-xiao3-ji4,n
舵盤,3,duo4-pan2,n
多頭並進,3,duo1-tou2-bing4-jin4,l
賭誓發願,3,du3-shi4-fa1-yuan4,i
大勃律,2,da4-bo2-lv4,nr
黨鞭,3,dang3-bian1,n
第六十八回,5,di4-liu4-shi2-ba1-hui2,m
大齡,39,da4-ling2,n
頓成,3,dun4-cheng2,v
單線程,3,dan1-xian4-cheng2,b
東萊街,6,dong1-lai2-jie1,ns
杜集區,3,du4-ji2-qu1,nt
道德風險,3,dao4-de2-feng1-xian3,n
舵杆,9,duo4-gan1,n
德尼昭,3,de2-ni2-zhao1,nr
大聖笑,2,da4-sheng4-xiao4,nr
登廣告,4,deng1-guang3-gao4,n
搭進去,3,da1-jin4-qu4,v
等過,3,deng3-guo4,v
第七十七回,5,di4-qi1-shi2-qi1-hui2,m
地動山摧,3,de-dong4-shan1-cui1,i
定盤星,5,ding4-pan2-xing1,n
單晶體,8,dan1-jing1-ti3,n
德米娜,2,de2-mi3-na4,nr
道德需要,3,dao4-de2-xu1-yao4,n
頂尖級,13,ding3-jian1-ji2,n
第三十三,23,di4-san1-shi2-san1,m
東雞兒,5,dong1-ji1-er2,nr
彈花機,3,dan4-hua1-ji1,n
電大,30,dian4-da4,b
地壘,3,de-lei3,n
待命狀態,4,dai4-ming4-zhuang4-tai4,n
德國杯,13,de2-guo2-bei1,nz
氮胸苷,3,dan4-xiong1-gan1,n
多級泵,3,duo1-ji2-beng4,n
淡淡,536,dan4-dan4,z
獨木船,3,du2-mu4-chuan2,n
大喇嘛,61,da4-la3-ma,n
斗菸絲,3,dou4-yan1-si1,n
躲閃,235,duo3-shan3,v
短信回執,3,duan3-xin4-hui2-zhi2,n
刁頑,11,diao1-wan2,nr
斷見,3,duan4-jian4,v
杜松子,4,du4-song1-zi,nr
敵巢,3,di2-chao2,n
檔案管理,3,dang4-an4-guan3-li3,n
第七十三回,5,di4-qi1-shi2-san1-hui2,m
達吉亞娜,81,da2-ji2-ya4-na4,nrt
第一任,198,di4-yi1-ren4,m
動心,169,dong4-xin1,n
第對,6,di4-dui4,m
黨立委,2,dang3-li4-wei3,nt
電匯,9,dian4-hui4,n
第四季,3,di4-si4-ji4,m
店裡,408,dian4-li3,n
肚臍,61,du4-qi2,n
電冶,3,dian4-ye3,j
杜魯門,168,du4-lu3-men2,nr
膽大,203,dan3-da4,a
黨組,580,dang3-zu3,n
砥行立名,3,di3-xing2-li4-ming2,i
導流,46,dao3-liu2,n
得志,38,de2-zhi4,n
調勻,117,diao4-yun2,vn
朵頤,2,duo3-yi2,v
地久天長,10,de-jiu3-tian1-zhang3,n
棏,2,de2,zg
單株選擇,3,dan1-zhu1-xuan3-ze2,nr
底蘊,131,di3-yun4,n
搗毀,263,dao3-hui3,v
第四步,25,di4-si4-bu4,m
膽大心雄,3,dan3-da4-xin1-xiong2,i
對症,155,dui4-zheng4,n
跌宕起伏,53,die1-dang4-qi3-fu2,l
短襪,7,duan3-wa4,n
調查科,11,diao4-cha2-ke1,nz
大木頭,3,da4-mu4-tou2,ns
當家理財,3,dang1-jia1-li3-cai2,i
短欠,3,duan3-qian4,n
第八份,3,di4-ba1-fen4,m
第六十三條,2,di4-liu4-shi2-san1-tiao2,m
吊來吊去,3,diao4-lai2-diao4-qu4,i
大連酒店,3,da4-lian2-jiu3-dian4,n
第七句,2,di4-qi1-ju4,m
貸款風險,3,dai4-kuan3-feng1-xian3,n
得逞一時,3,de2-cheng3-yi1-shi2,i
地下資源,3,di4-xia4-zi1-yuan2,n
代名,3,dai4-ming2,n
代夫,3,dai4-fu1,n
黨首,9,dang3-shou3,n
大喜若狂,3,da1-xi3-ruo4-kuang2,i
大酒樓,3,da4-jiu3-lou2,n
調低,96,diao4-di1,v
釘鈕釦,3,ding1-niu3-kou4,z
德國西門子公司,7,de2-guo2-xi1-men2-zi-gong1-si1,nt
膽氣,93,dan3-qi4,n
第一百九十六條,2,di4-yi1-bai3-jiu3-shi2-liu4-tiao2,m
呆賬,46,dai1-zhang4,n
蕩女,3,dang4-nv3,n
讀書會,8,du2-shu1-hui4,n
東路軍,69,dong1-lu4-jun1,nr
惰性電極,3,duo4-xing4-dian4-ji2,n
地契,32,di4-qi4,n
大相嶺,3,da4-xiang1-ling3,nr
戴相龍,34,dai4-xiang1-long2,nr
答辯會,3,da2-bian4-hui4,n
短見薄識,3,duan3-jian4-bao2-shi2,i
第十拳,2,di4-shi2-quan2,m
調幅,35,diao4-fu2,n
逮獲,3,dai3-huo4,v
隊報,12,dui4-bao4,n
鬥美誇麗,3,dou4-mei3-kua1-li4,i
低微,212,di1-wei1,d
戴帽,3,dai4-mao4,nz
渡江,592,du4-jiang1,ns
大中專,49,da4-zhong1-zhuan1,j
德秀鎮,3,de2-xiu4-zhen4,nr
戴上來,3,dai4-shang4-lai2,nr
雕畫,3,diao1-hua4,n
打氣筒,2,da3-qi4-tong3,n
導遊網,3,dao3-you2-wang3,n
丟起,3,diu1-qi3,v
黨群關係,11,dang3-qun2-guan1-xi4,l
芏,70,du4,x
德布羅,2,de2-bu4-luo2,nrt
東南之寶,3,dong1-nan2-zhi1-bao3,nr
調防,12,diao4-fang2,vn
東林寺,11,dong1-lin2-si4,nr
電子對抗,9,dian4-zi-dui4-kang4,n
丟三忘四,3,diu1-san1-wang4-si4,i
吊車,92,diao4-che1,n
倒懸之急,3,dao4-xuan2-zhi1-ji2,i
地理通名,3,di4-li3-tong1-ming2,n
敦化北路,3,dun1-hua4-bei3-lu4,ns
大靜脈,3,da4-jing4-mai4,n
大吼大叫,3,da4-hou3-da4-jiao4,n
導數光譜,3,dao3-shu4-guang1-pu3,n
得與失,3,de2-yu3-shi1,i
導遊圖,4,dao3-you2-tu2,n
第三品,5,di4-san1-pin3,m
第五十六回,5,di4-wu3-shi2-liu4-hui2,m
大力發展,3,da4-li4-fa1-zhan3,nz
膽石症,3,dan3-shi2-zheng4,n
第五任,12,di4-wu3-ren4,m
燈草,24,deng1-cao3,n
東問西,4,dong1-wen4-xi1,nr
黨政不分,3,dang3-zheng4-bu4-fen1,l
堆,2470,dui1,v
單位名稱,3,dan1-wei4-ming2-cheng1,n
丁達爾,6,ding1-da2-er3,nr
低格,3,di1-ge2,n
大年初一,93,da4-nian2-chu1-yi1,t
多糖類,6,duo1-tang2-lei4,n
定縣,54,ding4-xian4,ns
等積投影,3,deng3-ji1-tou2-ying3,i
第一曲,2,di4-yi1-qu1,m
代孕,30,dai4-yun4,v
東方網,35,dong1-fang1-wang3,nz
低不就,10,di1-bu4-jiu4,d
德楞,2,de2-leng2,ns
低密度,3,di1-mi4-du4,n
澹臺瑋,22,dan4-tai2-wei3,nr
逗玩,3,dou4-wan2,v
對偶表示,3,dui4-ou3-biao3-shi4,n
倒忙,7,dao4-mang2,v
短音符,3,duan3-yin1-fu2,n
狄安娜,7,di2-an1-na4,nr
碘化物,3,dian3-hua4-wu4,n
得克薩斯,53,de2-ke4-sa4-si1,ns
打獵技術,3,da3-lie4-ji4-shu4,n
東籬,14,dong1-li2,ns
第一炮,3,di4-yi1-pao4,l
第六批,3,di4-liu4-pi1,m
等品,3,deng3-pin3,n
董曉揚,2,dong3-xiao3-yang2,nr
毒花,3,du2-hua1,n
倒行逆施,111,dao4-xing2-ni4-shi1,i
動物力學,3,dong4-wu4-li4-xue2,n
戴宗告,2,dai4-zong1-gao4,nr
第八次,95,di4-ba1-ci4,m
斷案,57,duan4-an4,n
膽戰心驚,107,dan3-zhan4-xin1-jing1,i
東海路,3,dong1-hai3-lu4,ns
滴油,3,di1-you2,n
大家願,3,da4-jia1-yuan4,n
碟友會,3,die2-you3-hui4,n
導航儀,14,dao3-hang2-yi2,n
冬蔭功,3,dong1-yin1-gong1,nr
大五碼,3,da4-wu3-ma3,n
大修一,3,da4-xiu1-yi1,nr
大計小用,3,da4-ji4-xiao3-yong4,n
地府,93,di4-fu3,n
多夫金,2,duo1-fu1-jin1,nrt
倒茬,2,dao3-cha2,v
堵塞,472,du3-se4,v
杜波伊,2,du4-bo1-yi1,nr
棟樑材,5,dong4-liang2-cai2,i
東丈,3,dong1-zhang4,n
打個包,3,da3-ge4-bao1,l
東談西說,3,dong1-tan2-xi1-shuo1,n
帶下,3,dai4-xia4,v
打擊板,3,da3-ji1-ban3,n
當今世界,3,dang1-jin1-shi4-jie4,i
電錶,49,dian4-biao3,n
島城,3,dao3-cheng2,n
第三頁,14,di4-san1-ye4,m
對蝦,91,dui4-xia1,n
段譽之,5,duan4-yu4-zhi1,nr
第一枚,48,di4-yi1-mei2,m
黛安娜,2,dai4-an1-na4,nr
帝丞相,3,di4-cheng2-xiang4,nr
第十四位,4,di4-shi2-si4-wei4,m
電腦公司,3,dian4-nao3-gong1-si1,n
東土唐,6,dong1-tu3-tang2,nr
對話會,3,dui4-hua4-hui4,l
戴秉國,13,dai4-bing3-guo2,nr
電貝司,3,dian4-bei4-si1,n
電子線路,2,dian4-zi-xian4-lu4,n
刀手,30,dao1-shou3,n
短肥,3,duan3-fei2,n
多萬兩,2,duo1-wan4-liang3,m
電視屏幕,2,dian4-shi4-ping2-mu4,l
躲來,3,duo3-lai2,v
盜竊案,10,dao4-qie4-an4,n
東林列,2,dong1-lin2-lie4,ns
貸好,3,dai4-hao3,n
多吉才讓,264,duo1-ji2-cai2-rang4,nrt
東磁,3,dong1-ci2,n
叼,216,diao1,zg
單音字,3,dan1-yin1-zi4,n
大甸子,4,da4-dian4-zi,n
點陣字庫,3,dian3-zhen4-zi4-ku4,l
答非所問,122,da2-fei1-suo3-wen4,l
讀一讀,3,du2-yi1-du2,v
稻民四,3,dao4-min2-si4,nz
諜中諜,3,die2-zhong1-die2,n
大眾捷運,3,da4-zhong4-jie2-yun4,nr
動態內存,3,dong4-tai4-nei4-cun2,n
戴佩妮,3,dai4-pei4-ni1,nr
東北師範大學,18,dong1-bei3-shi1-fan4-da4-xue2,nt
盜匪,59,dao4-fei3,n
第十七期,257,di4-shi2-qi1-qi1,m
獨自,1091,du2-zi4,d
豆蔻基,3,dou4-kou4-ji1,nr
登喜路,3,deng1-xi3-lu4,l
躉批,2,dun3-pi1,d
打碎,99,da3-sui4,v
掉落在,3,diao4-luo4-zai4,i
弟婦,17,di4-fu4,n
堆肥,24,dui1-fei2,v
第六個,41,di4-liu4-ge4,m
東中部,4,dong1-zhong1-bu4,nt
達川市,3,da2-chuan1-shi4,ns
地平天成,3,di4-ping2-tian1-cheng2,nz
大有作為,42,da4-you3-zuo4-wei4,i
蕩寇,3,dang4-kou4,n
迭代法,11,die2-dai4-fa3,vn
單條,14,dan1-tiao2,n
鬥不過,3,dou4-bu4-guo4,v
頂賬,4,ding3-zhang4,n
打造,661,da3-zao4,v
碘缺乏病,71,dian3-que1-fa2-bing4,n
地形基面,3,di4-xing2-ji1-mian4,n
雕盤綺食,3,diao1-pan2-qi3-shi2,vn
抵換,3,di3-huan4,v
都統,341,dou1-tong3,n
東躍西,2,dong1-yue4-xi1,nr
打火石,9,da3-huo3-shi2,n
地心引力,11,di4-xin1-yin3-li4,n
獨運匠心,3,du2-yun4-jiang4-xin1,i
骶,71,di3,n
雕塑感,9,diao1-su4-gan3,n
兜裡,109,dou1-li3,s
大土,3,da4-tu3,n
地底,245,di4-di3,n
刀世勳,2,dao1-shi4-xun1,n
多核合子,3,duo1-he2-he2-zi3,l
電解損傷,3,dian4-jie3-sun3-shang1,n
訂上,3,ding4-shang4,v
單士元,4,dan1-shi4-yuan2,nr
多一刻,6,duo1-yi1-ke4,m
第十一個,10,di4-shi2-yi1-ge4,m
短訊,3,duan3-xun4,nz
打蟲,3,da3-chong2,v
大連理工,3,da4-lian2-li3-gong1,n
檔案學,66,dang4-an4-xue2,n
第一段,48,di4-yi1-duan4,m
德曼,9,de2-man4,nrt
盪口,3,dang4-kou3,v
單立人,3,dan1-li4-ren2,nr
藋,33,diao4,zg
第三十四條,9,di4-san1-shi2-si4-tiao2,m
打打球,2,da3-da3-qiu2,l
定點,257,ding4-dian3,n
大禮拜,5,da4-li3-bai4,nr
大安地列,3,da4-an1-de-lie4,ns
電冰櫃,3,dian4-bing1-gui4,n
德吾弟,2,de2-wu2-di4,nr
玳玳花,4,dai4-dai4-hua1,n
頂葉,5,ding3-ye4,n
代電,3,dai4-dian4,n
東宮,281,dong1-gong1,ns
洞曉,3,dong4-xiao3,v
低價,436,di1-jia4,n
大唐帝國,3,da4-tang2-di4-guo2,ns
調演,51,diao4-yan3,vn
大專院校,236,da4-zhuan1-yuan4-xiao4,j
讀心術,3,du2-xin1-shu4,n
頓綱振紀,3,dun4-gang1-zhen4-ji4,n
擔架員,5,dan1-jia4-yuan2,n
東太后,2,dong1-tai4-hou4,nr
電弧,119,dian4-hu2,n
大中企業,5,da4-zhong1-qi3-ye4,j
督府,9,du1-fu3,n
多雲轉晴,2,duo1-yun2-zhuan3-qing2,nr
東區人,3,dong1-qu1-ren2,n
當家的,123,dang1-jia1-de,n
登報作廢,3,deng1-bao4-zuo4-fei4,i
碟仙,3,die2-xian1,n
達勒,2,da2-lei1,nrt
第二松花江,12,di4-er4-song1-hua1-jiang1,nz
岱宗,15,dai4-zong1,nrt
登攀,9,deng1-pan1,v
大失所望,84,da4-shi1-suo3-wang4,i
店員,111,dian4-yuan2,n
戴家幹,4,dai4-jia1-gan4,nr
斷雁孤鴻,3,duan4-yan4-gu1-hong2,i
對應性,20,dui4-ying1-xing4,n
迪朗斯河,2,di2-lang3-si1-he2,ns
膽石病,3,dan3-shi2-bing4,n
電子業,7,dian4-zi-ye4,n
調兵,3,diao4-bing1,vn
丁西林,5,ding1-xi1-lin2,nr
低劣,98,di1-lie4,a
獨有千古,3,du2-you3-qian1-gu3,i
電容量,4,dian4-rong2-liang4,n
導航臺,17,dao3-hang2-tai2,n
電視局,4,dian4-shi4-ju2,n
丁青,3,ding1-qing1,nr
東校區,2,dong1-xiao4-qu1,n
冬常服,4,dong1-chang2-fu2,n
第四例,16,di4-si4-li4,m
吊耳,3,diao4-er3,n
頓首再拜,3,dun4-shou3-zai4-bai4,i
大河網,3,da4-he2-wang3,nz
電影演員,3,dian4-ying3-yan3-yuan2,n
大式,3,da4-shi4,n
單教授,2,dan1-jiao4-shou4,n
逗點,3,dou4-dian3,n
惰性,108,duo4-xing4,n
都斯山,2,dou1-si1-shan1,ns
等效力系,3,deng3-xiao4-li4-xi4,n
代漢,12,dai4-han4,n
地步但,3,di4-bu4-dan4,ns
洞名,3,dong4-ming2,n
電子廣告,5,dian4-zi-guang3-gao4,n
怠忽,3,dai4-hu1,v
第八部,5,di4-ba1-bu4,m
兜兜風,3,dou1-dou1-feng1,n
打坐,84,da3-zuo4,v
低效益,3,di1-xiao4-yi4,n
丁修政,2,ding1-xiu1-zheng4,nr
第三十三章,19,di4-san1-shi2-san1-zhang1,m
當權,148,dang1-quan2,n
都依允,2,dou1-yi1-yun3,nr
地機,3,de-ji1,n
電子廠,3,dian4-zi-chang3,n
大鋼琴,3,da4-gang1-qin2,nz
第五年,14,di4-wu3-nian2,m
癉,3,dan1,x
多才多藝,55,duo1-cai2-duo1-yi4,i
碟中諜,3,die2-zhong1-die2,n
對偶曲線,3,dui4-ou3-qu1-xian4,n
奲,433,duo3,zg
答茬,3,da2-cha2,v
調節,2626,diao4-jie2,vn
多維科,2,duo1-wei2-ke1,nrt
遁跡匿影,3,dun4-ji1-ni4-ying3,i
第二年,682,di4-er4-nian2,m
杜勳原,2,du4-xun1-yuan2,nr
大力提倡,3,da4-li4-ti2-chang4,nr
第三十八屆,4,di4-san1-shi2-ba1-jie4,m
多匹,4,duo1-pi3,m
竇叢生,6,dou4-cong2-sheng1,nr
電視機廠,4,dian4-shi4-ji1-chang3,n
大華工專,3,da4-hua2-gong1-zhuan1,nt
帶路,141,dai4-lu4,v
大鼎,8,da4-ding3,nz
等壓面,29,deng3-ya1-mian4,n
倒空,3,dao4-kong1,v
刀光劍影,61,dao1-guang1-jian4-ying3,i
大同世界,10,da4-tong2-shi4-jie4,nz
