chinese,frequency,pinyin,posseg
能源價格,3,neng2-yuan2-jia4-ge2,n
女士內衣,3,nv3-shi4-nei4-yi1,nz
那怒晴,3,na4-nu4-qing2,nr
那程英,2,na4-cheng2-ying1,nr
匿藏,2,ni4-cang2,v
紐約大學,17,niu3-yue1-da4-xue2,nt
難以達到,3,nan2-yi3-da2-dao4,l
那靈官,2,na4-ling2-guan1,nr
女兒節,2,nv3-er2-jie2,n
念一念,3,nian4-yi1-nian4,n
濃墨重彩,20,nong2-mo4-zhong4-cai3,l
牛津紡,5,niu2-jin1-fang3,nr
納斯塔,2,na4-si1-ta3,nr
泥岩,51,ni2-yan2,n
黏液,104,nian2-ye4,n
南歸,3,nan2-gui1,ns
南京晨報,3,nan2-jing1-chen2-bao4,nz
逆知,3,ni4-zhi1,v
拿出,1935,na2-chu1,v
南明弘,16,nan2-ming2-hong2,nr
牛仔面料,3,niu2-zai3-mian4-liao4,n
尼雪夫,4,ni2-xue3-fu1,nr
那晚,183,na4-wan3,r
寧連路,2,ning2-lian2-lu4,ns
能源建設,3,neng2-yuan2-jian4-she4,n
牛頭怪,3,niu2-tou2-guai4,i
濃抹淡妝,3,nong2-mo3-dan4-zhuang1,i
難色,35,nan2-se4,n
農業銀行總行,2,nong2-ye4-yin2-xing2-zong3-xing2,nt
鳥窩式,3,niao3-wo1-shi4,n
內庭,11,nei4-ting2,n
農業國,79,nong2-ye4-guo2,n
南大冉,3,nan2-da4-ran3,nr
膿液,50,nong2-ye4,n
南皮縣,2,nan2-pi2-xian4,ns
拈斷,3,nian1-duan4,v
農學系,5,nong2-xue2-xi4,n
孃胎,53,niang2-tai1,n
巎,6,nao2,zg
那小瓶,2,na4-xiao3-ping2,nr
寧鎮,8,ning2-zhen4,ns
耨,28,nou4,g
農耕機,3,nong2-geng1-ji1,n
寧都縣,8,ning2-dou1-xian4,ns
內務部隊,19,nei4-wu4-bu4-dui4,nt
弄兵潢池,3,nong4-bing1-huang2-shi,v
涅姆佐夫,5,nie4-mu3-zuo3-fu1,nrt
南宮齊,4,nan2-gong1-qi2,ns
泥雨,3,ni2-yu3,n
泥濘,182,ni2-ning4,n
農村教師,3,nong2-cun1-jiao4-shi1,n
奶油雞蛋,3,nai3-you2-ji1-dan4,n
南征北討,8,nan2-zheng1-bei3-tao3,i
女兒,6700,nv3-er2,n
能自生,2,neng2-zi4-sheng1,nr
男女聲,2,nan2-nv3-sheng1,n
努瓦迪布,9,nu3-wa3-di2-bu4,nrt
難熬,162,nan2-ao2,a
能聽能說,3,neng2-ting1-neng2-shuo1,n
凝劑,2,ning2-ji4,n
內化,22,nei4-hua4,n
鳥氣,3,niao3-qi4,n
女大十八變,7,nv3-da4-shi2-ba1-bian4,nz
女生外嚮,3,nv3-sheng1-wai4-xiang4,n
女師,3,nv3-shi1,n
尿褲子,3,niao4-ku4-zi,n
女皇,75,nv3-huang2,n
暖烘烘,49,nuan3-hong1-hong1,z
凝意,2,ning2-yi4,v
南倉,5,nan2-cang1,ns
廿四歲,2,nian4-si4-sui4,m
萘胺,23,nai4-an4,nz
扭結,25,niu3-jie2,v
女徒,3,nv3-tu2,n
南郭先生,6,nan2-guo1-xian1-sheng1,nr
女戰士,3,nv3-zhan4-shi4,nz
女高音,49,nv3-gao1-yin1,n
南亞次大陸,118,nan2-ya4-ci4-da4-lu4,nz
扭絞,3,niu3-jiao3,l
擬人,27,ni3-ren2,n
那東土,5,na4-dong1-tu3,nr
逆數,3,ni4-shu4,n
耐油,17,nai4-you2,nz
南馬河,8,nan2-ma3-he2,ns
那青衫,8,na4-qing1-shan1,nr
耐寒,162,nai4-han2,a
年誼世好,3,nian2-yi4-shi4-hao3,n
逆風而上,3,ni4-feng1-er2-shang4,i
檸,8,ning2,zg
紐結,3,niu3-jie2,n
年幼無知,35,nian2-you4-wu2-zhi1,l
年輕夫婦,3,nian2-qing1-fu1-fu4,n
聶,111,nie4,nr
捻轉,3,nian3-zhuan3,v
納貢稱臣,3,na4-gong4-cheng1-chen2,nr
內流河,26,nei4-liu2-he2,ns
捏合,14,nie1-he2,v
納帕海,2,na4-pa4-hai3,nr
腦子,1378,nao3-zi,n
粘稠,104,nian2-chou2,a
南巴,6,nan2-ba1,ns
納太羅,6,na4-tai4-luo2,nr
女婿,671,nv3-xu4,n
腦力勞動者,43,nao3-li4-lao2-dong4-zhe3,n
黏度,4,nian2-du4,n
粘菌,13,nian2-jun1,n
廿刀,2,nian4-dao1,m
奈德,3,nai4-de2,nrt
擰開,3,ning2-kai1,v
年庚堯,4,nian2-geng1-yao2,nr
寧夏回族自治區,143,ning2-xia4-hui2-zu2-zi4-zhi4-qu1,ns
內外線,3,nei4-wai4-xian4,n
南山路,3,nan2-shan1-lu4,ns
牛角,102,niu2-jiao3,n
農委會,3,nong2-wei3-hui4,nt
女長當嫁,3,nv3-zhang3-dang1-jia4,i
農林部,6,nong2-lin2-bu4,nt
南雄市,3,nan2-xiong2-shi4,ns
年表,156,nian2-biao3,n
涅斯捷魯什金,2,nie4-si1-jie2-lu3-shen2-jin1,nrt
女同事,3,nv3-tong2-shi4,n
納米比亞共和國,3,na4-mi3-bi3-ya4-gong4-he2-guo2,ns
南營,2,nan2-ying2,ns
南頭,38,nan2-tou2,f
腦啡肽原,3,nao3-fei1-tai4-yuan2,n
拿班作勢,3,na2-ban1-zuo4-shi4,n
內憂,32,nei4-you1,n
南京政治學院,3,nan2-jing1-zheng4-zhi4-xue2-yuan4,nt
哪麼多,3,na3-me-duo1,r
黏接,3,nian2-jie1,v
南薰殿,4,nan2-xun1-dian4,nr
男隊員,4,nan2-dui4-yuan2,n
南襄,261,nan2-xiang1,ns
南里奧格蘭德,2,nan2-li3-ao4-ge2-lan2-de2,nrt
泥漿泵,3,ni2-jiang1-beng4,n
南門國小,3,nan2-men2-guo2-xiao3,l
男護士,3,nan2-hu4-shi4,n
南境,2,nan2-jing4,n
寧安縣,14,ning2-an1-xian4,ns
年齡階段,3,nian2-ling2-jie1-duan4,n
女一號,3,nv3-yi1-hao4,nz
內質體,3,nei4-zhi4-ti3,n
南胡,3,nan2-hu2,nr
拿得走,3,na2-de2-zou3,v
諾諾連聲,19,nuo4-nuo4-lian2-sheng1,nrt
暖流,311,nuan3-liu2,n
檸檬,145,ning2-meng2,n
那道鏽,2,na4-dao4-xiu4,nr
能跟洪,2,neng2-gen1-hong2,nr
那還用說,3,na4-hai2-yong4-shuo1,l
泥溼,3,ni2-shi1,n
泥古,3,ni4-gu3,t
膿汁,3,nong2-zhi1,n
農模樣,2,nong2-mo2-yang4,l
南子島,2,nan2-zi3-dao3,ns
農工貿,3,nong2-gong1-mao4,j
能效,24,neng2-xiao4,n
那克西,22,na4-ke4-xi1,nr
女上司,3,nv3-shang4-si1,n
女上衣,3,nv3-shang4-yi1,n
牛仔,94,niu2-zai3,nr
女低音,5,nv3-di1-yin1,n
那龍符,2,na4-long2-fu2,nr
女保鏢,3,nv3-bao3-biao1,n
濃霧迷濛,3,nong2-wu4-mi2-meng2,l
內克,19,nei4-ke4,ns
農機局,2,nong2-ji1-ju2,n
農村幹部,3,nong2-cun1-gan4-bu4,n
那層樓,3,na4-ceng2-lou2,nr
暖腳器,3,nuan3-jiao3-qi4,n
濃縮,692,nong2-suo1,v
男公關,3,nan2-gong1-guan1,n
南軍陣,5,nan2-jun1-zhen4,nr
諾維薩德,7,nuo4-wei2-sa4-de2,nrt
逆風,46,ni4-feng1,n
女叛徒,3,nv3-pan4-tu2,n
扭起,3,niu3-qi3,v
南門灣,3,nan2-men2-wan1,ns
弄碎,3,nong4-sui4,v
諾貝爾獎,138,nuo4-bei4-er3-jiang3,nz
擬就,28,ni3-jiu4,d
牛蛙,62,niu2-wa1,n
女子監獄,3,nv3-zi3-jian1-yu4,n
南疆,212,nan2-jiang1,ns
乃父,3,nai3-fu4,n
農業與農村委員會,256,nong2-ye4-yu3-nong2-cun1-wei3-yuan2-hui4,nt
女演說者,3,nv3-yan3-shuo1-zhe3,n
那巧姐兒,3,na4-qiao3-jie3-er2,nr
內外牆,5,nei4-wai4-qiang2,n
凝集素,3,ning2-ji2-su4,n
弄嘴弄舌,3,nong4-zui3-nong4-she2,i
年壯氣銳,3,nian2-zhuang4-qi4-rui4,i
年年歲歲,6,nian2-nian2-sui4-sui4,l
納木那尼峰,5,na4-mu4-na4-ni2-feng1,ns
南越武,6,nan2-yue4-wu3,nr
內夫,13,nei4-fu1,n
能源危機,3,neng2-yuan2-wei1-ji1,i
難熔,3,nan2-rong2,n
南翔,13,nan2-xiang2,ns
年初一,19,nian2-chu1-yi1,t
內分泌科,52,nei4-fen1-mi4-ke1,n
濃縮汁,2,nong2-suo1-zhi1,n
那聖僧,3,na4-sheng4-seng1,nr
濃痰,3,nong2-tan2,v
牛頓流體,3,niu2-dun4-liu2-ti3,n
尼斯湖,3,ni2-si1-hu2,ns
尼基人,15,ni2-ji1-ren2,nrt
納西里,3,na4-xi1-li3,nr
內環路,3,nei4-huan2-lu4,n
納斯才,2,na4-si1-cai2,nr
唸來唸去,3,nian4-lai2-nian4-qu4,z
黏合成,3,nian2-he2-cheng2,n
聶伯河,3,nie4-bo2-he2,nr
尼韋爾,3,ni2-wei2-er3,nrt
那眾軍,2,na4-zhong4-jun1,nr
南北部,5,nan2-bei3-bu4,f
納溪區,3,na4-xi1-qu1,nr
難以預測,3,nan2-yi3-yu4-ce4,l
那三弟,2,na4-san1-di4,nr
南加州,27,nan2-jia1-zhou1,ns
寧夏紅,3,ning2-xia4-hong2,nr
那義兄,16,na4-yi4-xiong1,nr
濃度,1043,nong2-du4,n
哪裡找,3,na3-li3-zhao3,l
凝神,592,ning2-shen2,n
那丐婦,4,na4-gai4-fu4,nr
奈何橋,3,nai4-he2-qiao2,ns
男足離,3,nan2-zu2-li2,n
嫋嫋婷婷,22,niao3-niao3-ting2-ting2,z
拿妖,3,na2-yao1,n
南社,39,nan2-she4,ns
嫋,69,niao3,z
男生宿舍,3,nan2-sheng1-su4-she4,n
難抑,3,nan2-yi4,v
逆之者亡,3,ni4-zhi1-zhe3-wang2,i
難乎為繼,3,nan2-hu1-wei4-ji4,i
鳥食,3,niao3-shi2,n
逆勢下跌,3,ni4-shi4-xia4-die1,l
女王蜂,3,nv3-wang2-feng1,n
檸檬茶,2,ning2-meng2-cha2,n
耐火磚,5,nai4-huo3-zhuan1,nz
您老,142,nin2-lao3,r
濃妝豔飾,3,nong2-zhuang1-yan4-shi4,n
牛頭人,3,niu2-tou2-ren2,n
匿跡消聲,3,ni4-ji1-xiao1-sheng1,n
弄姿,3,nong4-zi1,n
內蒙古軍區,3,nei4-meng2-gu3-jun1-qu1,ns
暖乎乎,3,nuan3-hu1-hu1,z
內埔,3,nei4-pu3,ns
能挽弓,2,neng2-wan3-gong1,nr
內踝,11,nei4-huai2,n
弄玉,3,nong4-yu4,n
農家飯,18,nong2-jia1-fan4,n
那陳清,3,na4-chen2-qing1,nr
男男女女,87,nan2-nan2-nv3-nv3,l
那梅香,2,na4-mei2-xiang1,nr
內三元,3,nei4-san1-yuan2,nr
鳥面鵠形,3,niao3-mian4-hu2-xing2,i
腦汁,6,nao3-zhi1,n
泥沙,658,ni2-sha1,n
牛得草,3,niu2-de2-cao3,nr
難分,3,nan2-fen1,d
農業局,20,nong2-ye4-ju2,nt
凝聚系統,3,ning2-ju4-xi4-tong3,n
難經,23,nan2-jing1,d
凝思須臾,3,ning2-si1-xu1-yu2,nr
拿貨,3,na2-huo4,n
嚀,56,ning2,x
男女老少,130,nan2-nv3-lao3-shao4,l
南雄,16,nan2-xiong2,ns
那青磚,3,na4-qing1-zhuan1,nr
倪巧銀,2,ni2-qiao3-yin2,nr
奶類,29,nai3-lei4,n
內府,65,nei4-fu3,n
哪天,3,na3-tian1,r
尿色素,3,niao4-se4-su4,n
內亂罪,3,nei4-luan4-zui4,i
噥,110,nong2,x
女色,77,nv3-se4,n
耐看,14,nai4-kan4,a
耐震,2,nai4-zhen4,n
那莊丁,2,na4-zhuang1-ding1,nr
女強人,49,nv3-qiang2-ren2,n
寧城縣,6,ning2-cheng2-xian4,ns
哖,2,nian2,zg
霓裳,35,ni2-chang2,n
蟯蟲,29,nao2-chong2,n
能說慣道,3,neng2-shuo1-guan4-dao4,v
能守,3,neng2-shou3,v
扭轉幹坤,3,niu3-zhuan3-gan4-kun1,i
那寶光,2,na4-bao3-guang1,nr
年半,3,nian2-ban4,t
那小兵,8,na4-xiao3-bing1,nr
囊錐露穎,3,nang2-zhui1-lu4-ying3,i
那天,2224,na4-tian1,r
南北極,20,nan2-bei3-ji2,ns
那盤棋,3,na4-pan2-qi2,nr
南岔,3,nan2-cha4,ns
圼,19,nie4,zg
寧榮街,3,ning2-rong2-jie1,nr
拿喬,3,na2-qiao2,nr
男娃,25,nan2-wa2,n
尼亞薩,8,ni2-ya4-sa4,nr
寧府中,3,ning2-fu3-zhong1,nr
男女排,3,nan2-nv3-pai2,n
農學會,10,nong2-xue2-hui4,nt
農時,35,nong2-shi2,n
南康,18,nan2-kang1,ns
泥火山氣,3,ni2-huo3-shan1-qi4,n
農技團,3,nong2-ji4-tuan2,n
囓合,3,nie4-he2,z
內格林,2,nei4-ge2-lin2,nr
腦門子,51,nao3-men2-zi,n
農林業,27,nong2-lin2-ye4,j
耐油性,2,nai4-you2-xing4,n
女弟,3,nv3-di4,n
難言,145,nan2-yan2,n
尼格羅黑,3,ni2-ge2-luo2-hei1,ns
納賈爾,3,na4-jia3-er3,nr
努力完成,3,nu3-li4-wan2-cheng2,nr
難以解決,3,nan2-yi3-jie3-jue2,l
暖氣,127,nuan3-qi4,n
濃縮液,4,nong2-suo1-ye4,n
農業院校,3,nong2-ye4-yuan4-xiao4,nt
內柔,3,nei4-rou2,ns
那棟,13,na4-dong4,r
耐熱鑄鐵,3,nai4-re4-zhu4-tie3,l
諾福克郡,7,nuo4-fu2-ke4-jun4,nr
凝凍,8,ning2-dong4,v
努嘴,78,nu3-zui3,ns
能到,3,neng2-dao4,v
凝聚態,35,ning2-ju4-tai4,n
尼赫魯大學,4,ni2-he4-lu3-da4-xue2,nt
鯰魚,268,nian2-yu2,n
內急,14,nei4-ji2,a
男女性,16,nan2-nv3-xing4,n
年飯,35,nian2-fan4,n
牛,6339,niu2,n
農業生產者,16,nong2-ye4-sheng1-chan3-zhe3,n
鈕,87,niu3,nr
南村鎮,3,nan2-cun1-zhen4,ns
內在論,3,nei4-zai4-lun4,n
南京隊,3,nan2-jing1-dui4,nt
內存地址,3,nei4-cun2-di4-zhi3,n
逆向,84,ni4-xiang4,n
涅涅茨,3,nie4-nie4-ci2,nrt
那紫衣,6,na4-zi3-yi1,nr
濃縮劑,3,nong2-suo1-ji4,n
南風不競,3,nan2-feng1-bu4-jing4,nr
寧八州,2,ning2-ba1-zhou1,ns
奶牛場,6,nai3-niu2-chang3,n
寧池廣,2,ning2-chi2-guang3,nr
牛啟東,33,niu2-qi3-dong1,nr
內臟,437,nei4-zang4,n
女飛人,3,nv3-fei1-ren2,n
年登花甲,3,nian2-deng1-hua1-jia3,nr
南喬治亞島,15,nan2-qiao2-zhi4-ya4-dao3,ns
嫋嫋,3,niao3-niao3,z
女扮男裝,65,nv3-ban4-nan2-zhuang1,l
那青鱗,4,na4-qing1-lin2,nr
女中丈夫,5,nv3-zhong1-zhang4-fu1,n
寧強盜,3,ning2-qiang2-dao4,i
那雙明,2,na4-shuang1-ming2,nr
濃香型,2,nong2-xiang1-xing2,n
南陽街,3,nan2-yang2-jie1,ns
拿的出手,3,na2-de-chu1-shou3,l
能看能聽,3,neng2-kan4-neng2-ting1,i
女保護者,3,nv3-bao3-hu4-zhe3,n
納履決踵,3,na4-lv3-jue2-zhong3,n
納雍縣,3,na4-yong1-xian4,nr
腦,3,nao3,zg
內牆磚,3,nei4-qiang2-zhuan1,n
納戈爾,3,na4-ge1-er3,nr
黏附性,3,nian2-fu4-xing4,n
內果皮,11,nei4-guo3-pi2,n
捏腔拿調,3,nie1-qiang1-na2-diao4,l
南隔堤,3,nan2-ge2-di1,n
南明軍,2,nan2-ming2-jun1,nr
農政,12,nong2-zheng4,n
納貂蟬,2,na4-diao1-chan2,nr
聶士全,3,nie4-shi4-quan2,nr
囊蚴,7,nang2-you4,n
南京房產,3,nan2-jing1-fang2-chan3,n
納入計劃,3,na4-ru4-ji4-hua4,nz
年值,3,nian2-zhi2,n
農業銀行,83,nong2-ye4-yin2-xing2,nt
鬧房,3,nao4-fang2,n
那金葉子,2,na4-jin1-ye4-zi,nr
鳥龍,10,niao3-long2,nz
拿印把兒,3,na2-yin4-ba4-er2,l
女作家,93,nv3-zuo4-jia1,n
寧遠之,2,ning2-yuan3-zhi1,nr
拈花微笑,4,nian1-hua1-wei1-xiao4,i
哪份,3,na3-fen4,mq
那殿閣,3,na4-dian4-ge2,nr
那小太監,10,na4-xiao3-tai4-jian1,nr
農墾局,2,nong2-ken3-ju2,nt
駑馬十駕,3,nu2-ma3-shi2-jia4,n
南湖,1652,nan2-hu2,ns
那鄭克,2,na4-zheng4-ke4,nr
膿毒,4,nong2-du2,n
寧為玉碎,150,ning2-wei4-yu4-sui4,i
廿九,6,nian4-jiu3,m
年代,14659,nian2-dai4,t
年楚河,20,nian2-chu3-he2,nr
能進球,3,neng2-jin4-qiu2,n
嫩黃瓜,3,nen4-huang2-gua1,ns
南洋杉,27,nan2-yang2-shan1,nz
女德,3,nv3-de2,n
逆變電源,3,ni4-bian4-dian4-yuan2,l
內爭,3,nei4-zheng1,n
那微末,2,na4-wei1-mo4,nr
擰緊,15,ning2-jin3,v
那金甲,2,na4-jin1-jia3,nr
女大當嫁,16,nv3-da4-dang1-jia4,i
寧缺,3,ning2-que1,a
南方電網,3,nan2-fang1-dian4-wang3,nz
鬧鬼,60,nao4-gui3,n
能源供應,3,neng2-yuan2-gong1-ying1,n
黏土磚,3,nian2-tu3-zhuan1,n
年近,3,nian2-jin4,t
虐政,38,nve4-zheng4,v
鬧僵,8,nao4-jiang1,v
南方,3736,nan2-fang1,f
糯米酒,3,nuo4-mi3-jiu3,n
南非語,2,nan2-fei1-yu3,nr
尼達姆,2,ni2-da2-mu3,nr
弄不清,3,nong4-bu4-qing1,i
嫩黃色,6,nen4-huang2-se4,n
紐帶,233,niu3-dai4,n
內外夾攻,31,nei4-wai4-jia1-gong1,i
能克剛,5,neng2-ke4-gang1,nr
諾亞方舟,4,nuo4-ya4-fang1-zhou1,nz
南風,164,nan2-feng1,nr
那納克,2,na4-na4-ke4,nr
女眷,101,nv3-juan4,n
男主人,3,nan2-zhu3-ren2,n
泥菩薩過江,5,ni2-pu2-sa4-guo4-jiang1,n
女附中,3,nv3-fu4-zhong1,nz
腦啡肽酶,3,nao3-fei1-tai4-mei2,n
凝重,240,ning2-zhong4,v
那修真,5,na4-xiu1-zhen1,nr
南明舊,2,nan2-ming2-jiu4,nr
逆函數,3,ni4-han2-shu4,n
腦細胞,47,nao3-xi4-bao1,n
那綠竹,3,na4-lv4-zhu2,nr
逆臣,3,ni4-chen2,n
南清河,3,nan2-qing1-he2,ns
南部,5612,nan2-bu4,f
扭曲作直,3,niu3-qu1-zuo4-zhi2,i
糯米粉,271,nuo4-mi3-fen3,n
尼克萊,2,ni2-ke4-lai2,nr
挪作他用,3,nuo2-zuo4-ta1-yong4,ns
那鬆燭,2,na4-song1-zhu2,nr
內丘縣,3,nei4-qiu1-xian4,ns
農區,87,nong2-qu1,n
納粹黨,126,na4-cui4-dang3,nr
扭獲,3,niu3-huo4,v
女房客,3,nv3-fang2-ke4,n
弄縐,3,nong4-zhou4,n
納粹,505,na4-cui4,nr
膿病,3,nong2-bing4,n
年輕夫妻,3,nian2-qing1-fu1-qi1,n
牛作馬,12,niu2-zuo4-ma3,nr
鳥嘴,3,niao3-zui3,n
那悟淨,2,na4-wu4-jing4,nr
挪出,3,nuo2-chu1,v
奶油小生,3,nai3-you2-xiao3-sheng1,n
顳葉,13,nie4-ye4,n
農業村鎮,3,nong2-ye4-cun1-zhen4,n
南北鎮,4,nan2-bei3-zhen4,ns
南山區,32,nan2-shan1-qu1,ns
尿舒張肽,3,niao4-shu1-zhang1-tai4,n
泥俑,3,ni2-yong3,n
耐鹼,3,nai4-jian3,n
黏稠度,10,nian2-chou2-du4,n
鳥駭鼠竄,3,niao3-hai4-shu3-cuan4,i
女同性戀,3,nv3-tong2-xing4-lian4,n
耐熱性,38,nai4-re4-xing4,n
諾克斯,16,nuo4-ke4-si1,nrt
鈉玻璃,3,na4-bo1-li,nz
納採,3,na4-cai3,v
農奴制度,3,nong2-nu2-zhi4-du4,n
牛正乾,7,niu2-zheng4-qian2,nr
南橋,5,nan2-qiao2,ns
南極星,3,nan2-ji2-xing1,nr
能言巧辯,3,neng2-yan2-qiao3-bian4,i
奶羊,9,nai3-yang2,n
呢料,3,ne-liao4,n
內行人,8,nei4-xing2-ren2,n
女巫婆,3,nv3-wu1-po2,nr
女探,3,nv3-tan4,n
納西族,357,na4-xi1-zu2,nz
牛肉糕,3,niu2-rou4-gao1,n
濃血症,3,nong2-xue4-zheng4,n
瘧疾疫苗,3,nve4-ji2-yi4-miao2,n
擬音,3,ni3-yin1,n
乃文乃武,3,nai3-wen2-nai3-wu3,nr
尿量,3,niao4-liang4,n
攆跑,3,nian3-pao3,v
牛排,49,niu2-pai2,n
尼韋勒,2,ni2-wei2-lei1,nrt
那姓楊,28,na4-xing4-yang2,nr
那小舟,3,na4-xiao3-zhou1,nr
弄回,3,nong4-hui2,v
農會,86,nong2-hui4,n
能呼召,2,neng2-hu1-zhao4,nr
那陣子,74,na4-zhen4-zi,nr
牛兒苗,6,niu2-er2-miao2,nr
女人真,3,nv3-ren2-zhen1,nz
尼桑,11,ni2-sang1,nrt
女親屬,3,nv3-qin1-shu3,n
南寧路,2,nan2-ning2-lu4,ns
擬題,8,ni3-ti2,n
南海發展,5,nan2-hai3-fa1-zhan3,nt
唸佛,150,nian4-fu2,n
尼姆,8,ni2-mu3,nrt
年輕一代,3,nian2-qing1-yi2-dai4,n
濃抹,3,nong2-mo3,v
撓癢癢,3,nao2-yang3-yang3,z
內含子,3,nei4-han2-zi,nr
檽,12,nou4,zg
南去北來,3,nan2-qu4-bei3-lai2,l
農作曲,3,nong2-zuo4-qu3,n
那姓鳳,6,na4-xing4-feng4,nr
南灣,23,nan2-wan1,ns
男大須婚,3,nan2-da4-xu1-hun1,i
擬作為,3,ni3-zuo4-wei4,v
那玉山,2,na4-yu4-shan1,nr
那塊,3,na4-kuai4,r
女像柱,3,nv3-xiang4-zhu4,n
那贊禮,5,na4-zan4-li3,nr
南懷瑾,3,nan2-huai2-jin3,nr
那雙,387,na4-shuang1,r
那春嬌,3,na4-chun1-jiao1,nr
佞笑,3,ning4-xiao4,n
乸,5,na3,zg
耐,1285,nai4,nz
內聚,3,nei4-ju4,v
牛津,162,niu2-jin1,nr
女郎,776,nv3-lang2,n
那金桂,4,na4-jin1-gui4,nr
內藤虎,2,nei4-teng2-hu3,nr
寧岡縣,24,ning2-gang1-xian4,ns
女上裝,3,nv3-shang4-zhuang1,n
男人家,34,nan2-ren2-jia1,n
