chinese,frequency,pinyin,posseg
引爆劑,3,yin3-bao4-ji4,n
有求於,49,you3-qiu2-yu2,l
以學愈愚,3,yi3-xue2-yu4-yu2,l
一千美元,2,yi1-qian1-mei3-yuan2,m
一舉之勞,3,yi1-ju3-zhi1-lao2,i
一兩多,5,yi1-liang3-duo1,m
楊過毫,2,yang2-guo4-hao2,nr
鷹視狼步,3,ying1-shi4-lang2-bu4,n
沿海居民,3,yan2-hai3-ju1-min2,n
苑家屯,3,yuan4-jia1-tun2,nr
嶽老兒,6,yue4-lao3-er2,nr
英語老師,3,ying1-yu3-lao3-shi1,n
袁冠南,160,yuan2-guan1-nan2,nr
有轍,3,you3-zhe2,n
姚碩德,7,yao2-shuo4-de2,nr
援助者,3,yuan2-zhu4-zhe3,n
楊翠喜,5,yang2-cui4-xi3,nr
雅虎哦哦,3,ya3-hu3-o2-o2,v
慾海難填,3,yu4-hai3-nan2-tian2,i
舀油,3,yao3-you2,n
一時之秀,3,yi1-shi2-zhi1-xiu4,i
葉落知秋,3,ye4-luo4-zhi1-qiu1,nr
語義學,45,yu3-yi4-xue2,n
一九五七年,22,yi1-jiu3-wu3-qi1-nian2,m
壓陣,26,ya1-zhen4,n
以直報怨,3,yi3-zhi2-bao4-yuan4,i
於天明,2,yu2-tian1-ming2,nr
抑揚頓挫,58,yi4-yang2-dun4-cuo4,i
壓痕硬度,3,ya1-hen2-ying4-du4,l
楊誠調,4,yang2-cheng2-diao4,nr
於觀津,3,yu2-guan1-jin1,nr
秧歌劇,5,yang1-ge1-ju4,n
運動衣,4,yun4-dong4-yi1,n
一百多,93,yi4-bai3-duo1,m
羽球網,3,yu3-qiu2-wang3,n
貽誤戎機,3,yi2-wu4-rong2-ji1,i
玉龍杯,53,yu4-long2-bei1,nz
耶特律,2,ye2-te4-lv4,nr
亞基含,2,ya4-ji1-han2,nr
一十八,24,yi1-shi2-ba1,m
夜茶,3,ye4-cha2,n
有邊,3,you3-bian1,r
彞,30,yi2,zg
淵圖遠算,3,yuan1-tu2-yuan3-suan4,n
域名經濟,3,yu4-ming2-jing1-ji4,n
楊堅之,2,yang2-jian1-zhi1,nr
尤曉暢,2,you2-xiao3-chang4,nr
英才,510,ying1-cai2,nr
養蜂人,5,yang3-feng1-ren2,nr
音程,71,yin1-cheng2,n
元遺山,3,yuan2-yi2-shan1,nr
運道,3,yun4-dao4,n
一盤菜,3,yi1-pan2-cai4,n
俞國申,7,yu2-guo2-shen1,nr
有胖有瘦,3,you3-pang4-you3-shou4,i
永巷,2,yong3-xiang4,ns
郵購價格,3,you2-gou4-jia4-ge2,n
菸草市場,3,yan1-cao3-shi4-chang3,n
優越感,116,you1-yue4-gan3,b
榆林地區,2,yu2-lin2-de-qu1,ns
袁紹之,8,yuan2-shao4-zhi1,nr
圓柱齒輪,3,yuan2-zhu4-chi3-lun2,n
椼,75,yan3,zg
一貫主張,3,yi1-guan4-zhu3-zhang1,n
一百多裡,28,yi4-bai3-duo1-li3,m
伊倫,4,yi1-lun2,nr
吟風詠月,3,yin2-feng1-yong3-yue4,vn
夜視,131,ye4-shi4,n
躍層,9,yue4-ceng2,v
壓倒優勢,3,ya1-dao4-you1-shi4,n
油運,7,you2-yun4,n
羽翼已成,2,yu3-yi4-yi3-cheng2,i
偃臥,3,yan3-wo4,n
易爆物料,3,yi4-bao4-wu4-liao4,nz
壓舌板,3,ya1-she2-ban3,n
一跌不振,3,yi1-die1-bu4-zhen4,l
一成不易,3,yi1-cheng2-bu4-yi4,l
雨點小,3,yu3-dian3-xiao3,n
一千四百多年,2,yi1-qian1-si4-bai3-duo1-nian2,m
陽阿公主,2,yang2-a1-gong1-zhu3,nr
葉蠟石,41,ye4-la4-shi2,n
雅戈爾,44,ya3-ge1-er3,nr
墉橋區,3,yong1-qiao2-qu1,nr
預先警告,3,yu4-xian1-jing3-gao4,n
夷陵,596,yi2-ling2,ns
遺傳算法,3,yi2-chuan2-suan4-fa3,n
葉榮順,7,ye4-rong2-shun4,nr
語構學,3,yu3-gou4-xue2,n
有聚君,2,you3-ju4-jun1,nr
陰道,502,yin1-dao4,n
螢火蟲兒,3,ying2-huo3-chong2-er2,n
怨聲載道,51,yuan4-sheng1-zai4-dao4,i
眼白,25,yan3-bai2,n
洋槐,19,yang2-huai2,n
一貫性,41,yi1-guan4-xing4,n
楊秋玲,2,yang2-qiu1-ling2,nr
隱睪,3,yin3-yi4,n
硬骨,3,ying4-gu3,n
鹽溶,3,yan2-rong2,n
醫藥費,73,yi1-yao4-fei4,n
遊山,7,you2-shan1,n
疑鬼疑神,3,yi2-gui3-yi2-shen2,i
魚化石,3,yu2-hua4-shi2,nr
禹為平,2,yu3-wei4-ping2,nr
音碼,3,yin1-ma3,n
亞威農,4,ya4-wei1-nong2,nr
鹽分,88,yan2-fen1,n
亞歷山大廣場,13,ya4-li4-shan1-da4-guang3-chang3,ns
閻志強,2,yan2-zhi4-qiang2,nr
陰莖,252,yin1-jing1,n
餘架,76,yu2-jia4,m
搖晃,645,yao2-huang3,z
硬襯,3,ying4-chen4,n
於昭烈,2,yu2-zhao1-lie4,nr
亞馬尼,2,ya4-ma3-ni2,nr
弌,2,yi1,zg
鈾工,3,you2-gong1,n
雅布,3,ya3-bu4,nrt
運進,35,yun4-jin4,v
越野賽,36,yue4-ye3-sai4,nr
羪,40,yang,zg
楊艦隊,3,yang2-jian4-dui4,nr
永勝縣,9,yong3-sheng4-xian4,ns
晏,352,yan4,nr
意義深長,3,yi4-yi4-shen1-zhang3,i
一萬多一點,2,yi1-wan4-duo1-yi1-dian3,m
窯具,2,yao2-ju4,n
游來游去,3,you2-lai2-you2-qu4,l
楊志玖,10,yang2-zhi4-jiu3,nr
陰沉沉,75,yin1-chen2-chen2,z
葉立梅,5,ye4-li4-mei2,nr
液體,1487,ye4-ti3,n
一夥,491,yi1-huo3,m
燕尾旗,3,yan4-wei3-qi2,nr
搖動不停,3,yao2-dong4-bu4-ting2,l
蟻擁蜂攢,3,yi3-yong1-feng1-zan3,nr
一算,3,yi1-suan4,d
眼圈,241,yan3-quan1,n
一片丹心,3,yi1-pian4-dan1-xin1,nz
優化結構,3,you1-hua4-jie2-gou4,n
一心同體,2,yi1-xin1-tong2-ti3,i
洋相,32,yang2-xiang4,n
一分貨,3,yi1-fen1-huo4,n
煙夜蛾,3,yan1-ye4-e2,n
楊康落,2,yang2-kang1-luo4,nr
牙科醫院,3,ya2-ke1-yi1-yuan4,nt
愚昧落後,3,yu2-mei4-luo4-hou4,i
雲屯鳥散,3,yun2-tun2-niao3-san4,nr
仰首,21,yang3-shou3,v
右心室,3,you4-xin1-shi4,n
遊離票,3,you2-li2-piao4,n
愈之迷,3,yu4-zhi1-mi2,v
顏師古,10,yan2-shi1-gu3,nr
院子,2269,yuan4-zi,n
庾季才,2,yu3-ji4-cai2,nr
掩面而泣,7,yan3-mian4-er2-qi4,i
豔媚,3,yan4-mei4,a
一字兼金,3,yi1-zi4-jian1-jin1,l
雲橫秀,2,yun2-heng2-xiu4,nr
菸鬥,117,yan1-dou4,n
移動遊戲,10,yi2-dong4-you2-xi4,n
伊犁地區,24,yi1-li2-de-qu1,ns
依次,1959,yi1-ci4,d
意味,566,yi4-wei4,n
魚蟲,17,yu2-chong2,n
猿臂,3,yuan2-bi4,n
羊毛商,3,yang2-mao2-shang1,n
音部,3,yin1-bu4,n
億多,68,yi4-duo1,m
衣原體,18,yi1-yuan2-ti3,n
矞,31,yu4,zg
英蘇,3,ying1-su1,ns
鬻矛譽楯,3,yu4-mao2-yu4-dun4,i
養雞戶,4,yang3-ji1-hu4,n
意志相合,3,yi4-zhi4-xiang1-he2,i
銀白楊,3,yin2-bai2-yang2,nr
硬節,3,ying4-jie2,n
豔絕一時,3,yan4-jue2-yi1-shi2,l
以石投卵,3,yi3-shi2-tou2-luan3,i
於銀河,2,yu2-yin2-he2,nr
厭食症,13,yan4-shi2-zheng4,n
益王趙,2,yi4-wang2-zhao4,nr
原原委委,3,yuan2-yuan2-wei3-wei3,n
愈長,3,yu4-zhang3,v
妖風,18,yao1-feng1,n
御膳,119,yu4-shan4,nrt
筵宴,116,yan2-yan4,n
勻兌,3,yun2-dui4,l
餘毒,24,yu2-du2,n
玉璣道人,3,yu4-ji1-dao4-ren2,nr
有據可查,7,you3-ju4-ke3-cha2,l
伊麗莎白,134,yi1-li4-sha1-bai2,nr
遊刃,6,you2-ren4,n
銀蛇,15,yin2-she2,n
餚酒,3,yao2-jiu3,n
亞述,150,ya4-shu4,nr
一切從嚴,3,yi1-qie4-cong2-yan2,i
易釋文,2,yi4-shi4-wen2,nr
雲中鶴,229,yun2-zhong1-he4,nr
餘例,9,yu2-li4,n
牙蟲,3,ya2-chong2,n
研究性,19,yan2-jiu1-xing4,n
引以為鑑,5,yin3-yi3-wei4-jian4,i
憗,7,yin4,zg
硬件檢驗,3,ying4-jian4-jian3-yan4,n
雲屯蟻聚,3,yun2-tun2-yi3-ju4,i
怨載,3,yuan4-zai4,v
櫻花樹,18,ying1-hua1-shu4,n
幼教組,3,you4-jiao4-zu3,n
盈門,13,ying2-men2,n
引起轟動,3,yin3-qi3-hong1-dong4,i
野戰炮,57,ye3-zhan4-pao4,n
一覽無遺,8,yi1-lan3-wu2-yi2,i
葉麵肥,3,ye4-mian4-fei2,n
餘燼,16,yu2-jin4,n
言敗,12,yan2-bai4,v
腰身,85,yao1-shen1,n
仰衝,2,yang3-chong1,nr
影展,33,ying3-zhan3,vn
悆,110,yu4,zg
粵海鐵,3,yue4-hai3-tie3,nz
要來,3,yao4-lai2,v
